,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Video Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Video URL
76,Housing Standing Committee of the City Council and Planning Commission,3/20/2018,,2:00 PM,"Terrabay Gymnasium & Recreation Building, Poppy Room
1121 South San Francisco Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32885&GUID=3AFE0044-8905-46F5-BFED-8303508C5233,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=599142&GUID=CF0F94C4-117D-4543-BEDF-E9552B2C650A,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=599142&GUID=CF0F94C4-117D-4543-BEDF-E9552B2C650A&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=599142&GUID=CF0F94C4-117D-4543-BEDF-E9552B2C650A,
77,Environmental Standing Committee of the City Council,3/19/2018,,11:30 AM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32888&GUID=5121601F-DAA0-4965-B19A-5D7C66B3B9F1,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=598999&GUID=7E5FF1B8-49D5-4F6E-880E-B4FA3BFB1BBA,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=598999&GUID=7E5FF1B8-49D5-4F6E-880E-B4FA3BFB1BBA&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=598999&GUID=7E5FF1B8-49D5-4F6E-880E-B4FA3BFB1BBA,
78,Planning Commission,3/15/2018,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32898&GUID=00089F17-549D-4750-BEAB-D874B7DB6D86,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=587833&GUID=29EDBEE0-DFB3-4C5D-8DB2-98A8AEA8460F,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=587833&GUID=29EDBEE0-DFB3-4C5D-8DB2-98A8AEA8460F&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=587833&GUID=29EDBEE0-DFB3-4C5D-8DB2-98A8AEA8460F,
79,Special City Council,3/14/2018,,7:01 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=598636&GUID=4BA2C7D1-8EB2-4788-9A61-B1178C5A1250,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=598636&GUID=4BA2C7D1-8EB2-4788-9A61-B1178C5A1250&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=598636&GUID=4BA2C7D1-8EB2-4788-9A61-B1178C5A1250,
80,City Council,3/14/2018,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32599&GUID=49FB66DF-7416-497B-AD48-CFD01E4669A6,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=591761&GUID=991039B0-28C6-4ADC-8D7A-E1A39098B7D4,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=591761&GUID=991039B0-28C6-4ADC-8D7A-E1A39098B7D4&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=591761&GUID=991039B0-28C6-4ADC-8D7A-E1A39098B7D4,https://ci-ssf-ca.legistar.com/#
81,Housing Standing Committee of the City Council and Planning Commission,3/13/2018,,9:00 AM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32885&GUID=3AFE0044-8905-46F5-BFED-8303508C5233,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=593960&GUID=19F0392F-3212-4CE0-A934-E318C05A1527,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=593960&GUID=19F0392F-3212-4CE0-A934-E318C05A1527&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=593960&GUID=19F0392F-3212-4CE0-A934-E318C05A1527,
82,Housing Standing Committee of the City Council and Planning Commission,3/12/2018,,8:30 AM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32885&GUID=3AFE0044-8905-46F5-BFED-8303508C5233,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=593959&GUID=174C4425-E5DD-4AE0-9A64-755642B56794,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=593959&GUID=174C4425-E5DD-4AE0-9A64-755642B56794&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=593959&GUID=174C4425-E5DD-4AE0-9A64-755642B56794,
83,Budget Standing Committee of the City Council,3/7/2018,,2:00 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32601&GUID=7850A6C0-63E5-4C2C-8DA1-125FC9322777,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=597101&GUID=DBD2E634-1EFA-45CE-BDFD-E63CF0D5A51F,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=597101&GUID=DBD2E634-1EFA-45CE-BDFD-E63CF0D5A51F&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=597101&GUID=DBD2E634-1EFA-45CE-BDFD-E63CF0D5A51F,
84,Planning Commission,3/1/2018,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Not available,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32898&GUID=00089F17-549D-4750-BEAB-D874B7DB6D86,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=587832&GUID=4629C726-B38A-4A8E-97AE-2DECCB584C74,,,,,
85,City Council,2/28/2018,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32599&GUID=49FB66DF-7416-497B-AD48-CFD01E4669A6,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=586191&GUID=A9BF7A86-EAC5-4454-9063-F0565473FFB4,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=586191&GUID=A9BF7A86-EAC5-4454-9063-F0565473FFB4&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=586191&GUID=A9BF7A86-EAC5-4454-9063-F0565473FFB4,https://ci-ssf-ca.legistar.com/#
86,Successor Agency to the Redevelopment Agency,2/28/2018,,6:30 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32814&GUID=BBE8CEFA-3AE9-47A2-8845-BE6A5AF1ABC0,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=586744&GUID=C5DE8A21-6E2E-4063-852E-FFAE3FBDBFAD,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=586744&GUID=C5DE8A21-6E2E-4063-852E-FFAE3FBDBFAD&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=586744&GUID=C5DE8A21-6E2E-4063-852E-FFAE3FBDBFAD,
87,Special Oversight Board to the Successor Agency to the Former Redevelopment Agency (inactive),2/27/2018,,2:00 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=34652&GUID=779B984B-E540-424A-ABE1-0CDE277A1A4D,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=595745&GUID=EB4BF99B-E787-4BA9-8358-B3BC7B4672EF,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=595745&GUID=EB4BF99B-E787-4BA9-8358-B3BC7B4672EF&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=595745&GUID=EB4BF99B-E787-4BA9-8358-B3BC7B4672EF,
88,Planning Commission,2/15/2018,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Not available,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32898&GUID=00089F17-549D-4750-BEAB-D874B7DB6D86,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=587831&GUID=0FE5A4CE-EF69-43A8-A6BE-D8E6BE346BDA,,,,,
89,City Council,2/14/2018,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32599&GUID=49FB66DF-7416-497B-AD48-CFD01E4669A6,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=588264&GUID=8DCC6C32-289D-40B1-9A9E-25C305F16FB7,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=588264&GUID=8DCC6C32-289D-40B1-9A9E-25C305F16FB7&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=588264&GUID=8DCC6C32-289D-40B1-9A9E-25C305F16FB7,https://ci-ssf-ca.legistar.com/#
90,Special City Council,2/14/2018,,6:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=590358&GUID=8C0BEF92-0E2A-4ECF-98B5-B7E9E510D592,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=590358&GUID=8C0BEF92-0E2A-4ECF-98B5-B7E9E510D592&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=590358&GUID=8C0BEF92-0E2A-4ECF-98B5-B7E9E510D592,https://ci-ssf-ca.legistar.com/#
91,Parking Place Commission,2/13/2018,,5:00 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32896&GUID=7F326DD8-823F-4DDC-AC7C-E9F7DE6CC797,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=594211&GUID=E99F2686-E8E2-4061-A4D0-D3CF507EE107,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=594211&GUID=E99F2686-E8E2-4061-A4D0-D3CF507EE107&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=594211&GUID=E99F2686-E8E2-4061-A4D0-D3CF507EE107,
92,Zoning Administrator,2/8/2018,,3:00 PM,"Annex Conference Room, 
315 Maple Avenue, South San Francisco",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=35364&GUID=D384C408-861A-4F33-ADD9-715D22F27FDC,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=588564&GUID=F1ABF05D-2F24-476D-AAFF-E96BF0181999,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=588564&GUID=F1ABF05D-2F24-476D-AAFF-E96BF0181999&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=588564&GUID=F1ABF05D-2F24-476D-AAFF-E96BF0181999,
93,Measure W Citizens' Oversight Committee,2/7/2018,,6:30 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32886&GUID=A2D91238-E1E8-48B7-A7EC-F23077B8F727,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=586193&GUID=66B7254B-3A9F-4A3C-A067-AB5F2832BDA8,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=586193&GUID=66B7254B-3A9F-4A3C-A067-AB5F2832BDA8&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=586193&GUID=66B7254B-3A9F-4A3C-A067-AB5F2832BDA8,
94,Planning Commission,2/1/2018,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32898&GUID=00089F17-549D-4750-BEAB-D874B7DB6D86,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=587830&GUID=041A94C0-1BD2-4DA9-8139-F1F55685722F,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=587830&GUID=041A94C0-1BD2-4DA9-8139-F1F55685722F&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=587830&GUID=041A94C0-1BD2-4DA9-8139-F1F55685722F,
95,Special City Council,1/29/2018,,5:45 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=591746&GUID=DFE38D69-321C-480B-93DD-A3FBEBF726A0,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=591746&GUID=DFE38D69-321C-480B-93DD-A3FBEBF726A0&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=591746&GUID=DFE38D69-321C-480B-93DD-A3FBEBF726A0,
96,Special City Council,1/29/2018,,5:30 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=586188&GUID=7A9A112D-5853-491C-90CA-53643099E712,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=586188&GUID=7A9A112D-5853-491C-90CA-53643099E712&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=586188&GUID=7A9A112D-5853-491C-90CA-53643099E712,
97,City Council,1/24/2018,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32599&GUID=49FB66DF-7416-497B-AD48-CFD01E4669A6,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=582076&GUID=A7571472-AAB1-4401-B6C7-1951D45F0744,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=582076&GUID=A7571472-AAB1-4401-B6C7-1951D45F0744&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=582076&GUID=A7571472-AAB1-4401-B6C7-1951D45F0744,https://ci-ssf-ca.legistar.com/#
98,Successor Agency to the Redevelopment Agency,1/24/2018,,6:30 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32814&GUID=BBE8CEFA-3AE9-47A2-8845-BE6A5AF1ABC0,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=582078&GUID=0154185E-AA55-4096-B33B-FC6695EBBA33,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=582078&GUID=0154185E-AA55-4096-B33B-FC6695EBBA33&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=582078&GUID=0154185E-AA55-4096-B33B-FC6695EBBA33,
99,Special City Council,1/24/2018,,6:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=582077&GUID=2756B2AB-8822-4DD1-A472-42A3F005052F,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=582077&GUID=2756B2AB-8822-4DD1-A472-42A3F005052F&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=582077&GUID=2756B2AB-8822-4DD1-A472-42A3F005052F,https://ci-ssf-ca.legistar.com/#
0,Special City Council,1/22/2018,,6:00 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=586189&GUID=8FFA0C3D-17CB-4F13-8238-D34CB0B48FD1,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=586189&GUID=8FFA0C3D-17CB-4F13-8238-D34CB0B48FD1&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=586189&GUID=8FFA0C3D-17CB-4F13-8238-D34CB0B48FD1,
1,Planning Commission,1/18/2018,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32898&GUID=00089F17-549D-4750-BEAB-D874B7DB6D86,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=584984&GUID=4501B0AC-5348-4F52-A4A9-B3070C7B37D2,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=584984&GUID=4501B0AC-5348-4F52-A4A9-B3070C7B37D2&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=584984&GUID=4501B0AC-5348-4F52-A4A9-B3070C7B37D2,
2,Oversight Board to the Successor Agency to the former Redevelopment Agency (inactive),1/16/2018,,2:00 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32600&GUID=7A265967-46ED-443F-AEAB-96619BCB02DF,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=582079&GUID=D71E7139-6F2C-4F63-8161-FEEADF5165EC,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=582079&GUID=D71E7139-6F2C-4F63-8161-FEEADF5165EC&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=582079&GUID=D71E7139-6F2C-4F63-8161-FEEADF5165EC,
3,Special City Council,1/11/2018,,9:00 AM,"Joseph A. Fernekes Recreation Building
781 Tennis Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=586280&GUID=ACE5981E-1B0D-42AA-A04C-0B0BE16FD60F,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=586280&GUID=ACE5981E-1B0D-42AA-A04C-0B0BE16FD60F&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=586280&GUID=ACE5981E-1B0D-42AA-A04C-0B0BE16FD60F,
4,City Council,1/10/2018,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32599&GUID=49FB66DF-7416-497B-AD48-CFD01E4669A6,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=582073&GUID=05B2E9C3-17E9-43C2-A315-E93EA4EC0EC5,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=582073&GUID=05B2E9C3-17E9-43C2-A315-E93EA4EC0EC5&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=582073&GUID=05B2E9C3-17E9-43C2-A315-E93EA4EC0EC5,https://ci-ssf-ca.legistar.com/#
5,Special City Council,1/10/2018,,6:30 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=586348&GUID=1EE7D877-275D-4941-9CB6-66348D7E412E,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=586348&GUID=1EE7D877-275D-4941-9CB6-66348D7E412E&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=586348&GUID=1EE7D877-275D-4941-9CB6-66348D7E412E,
6,Planning Commission,12/21/2017,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32898&GUID=00089F17-549D-4750-BEAB-D874B7DB6D86,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=582581&GUID=54F66CFD-32C3-4906-BF40-47F461685967,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=582581&GUID=54F66CFD-32C3-4906-BF40-47F461685967&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=582581&GUID=54F66CFD-32C3-4906-BF40-47F461685967,
7,Oversight Board to the Successor Agency to the former Redevelopment Agency (inactive),12/19/2017,,2:00 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32600&GUID=7A265967-46ED-443F-AEAB-96619BCB02DF,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=575500&GUID=2175BDFB-0278-4BCC-A28D-F33E22EA75E7,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=575500&GUID=2175BDFB-0278-4BCC-A28D-F33E22EA75E7&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=575500&GUID=2175BDFB-0278-4BCC-A28D-F33E22EA75E7,
8,Special City Council,12/13/2017,,7:02 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=581539&GUID=DF8DD5C9-5B00-4F87-9A7E-E955677B75A8,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=581539&GUID=DF8DD5C9-5B00-4F87-9A7E-E955677B75A8&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=581539&GUID=DF8DD5C9-5B00-4F87-9A7E-E955677B75A8,https://ci-ssf-ca.legistar.com/#
9,Special Successor Agency to the Redevelopment Agency,12/13/2017,,7:01 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=34656&GUID=BCB02534-A3CE-442C-BD2C-596247729FC6,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=578595&GUID=3795CBFF-EF1E-4928-9729-086E0CBEFDE3,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=578595&GUID=3795CBFF-EF1E-4928-9729-086E0CBEFDE3&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=578595&GUID=3795CBFF-EF1E-4928-9729-086E0CBEFDE3,
10,City Council,12/13/2017,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32599&GUID=49FB66DF-7416-497B-AD48-CFD01E4669A6,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=515480&GUID=88D74528-D7FF-4ED0-9DBE-1A782939094F,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=515480&GUID=88D74528-D7FF-4ED0-9DBE-1A782939094F&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=515480&GUID=88D74528-D7FF-4ED0-9DBE-1A782939094F,https://ci-ssf-ca.legistar.com/#
11,Housing Standing Committee of the City Council and Planning Commission,12/11/2017,,12:30 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32885&GUID=3AFE0044-8905-46F5-BFED-8303508C5233,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=574257&GUID=DF7BC5D2-EC36-4BB8-8DFD-D28F1483236E,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=574257&GUID=DF7BC5D2-EC36-4BB8-8DFD-D28F1483236E&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=574257&GUID=DF7BC5D2-EC36-4BB8-8DFD-D28F1483236E,
12,Planning Commission,12/7/2017,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32898&GUID=00089F17-549D-4750-BEAB-D874B7DB6D86,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=577642&GUID=A895C2C2-D976-45C8-8759-4A92BB9F6745,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=577642&GUID=A895C2C2-D976-45C8-8759-4A92BB9F6745&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=577642&GUID=A895C2C2-D976-45C8-8759-4A92BB9F6745,
13,Measure W Citizens' Oversight Committee,12/6/2017,,6:30 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32886&GUID=A2D91238-E1E8-48B7-A7EC-F23077B8F727,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=522535&GUID=87C858EC-2E94-4AC4-8E93-70487F37FE15,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=522535&GUID=87C858EC-2E94-4AC4-8E93-70487F37FE15&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=522535&GUID=87C858EC-2E94-4AC4-8E93-70487F37FE15,
