,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Staff/ProjectApplicant Presentations Text,Agenda Text,Action Minutes Text,Documents ReceivedAfter Published Agenda Text,Official Minutes Text,Video Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Staff/ProjectApplicant Presentations URL,Agenda URL,Action Minutes URL,Documents ReceivedAfter Published Agenda URL,Official Minutes URL,Video URL
60,Council Budget and Finance Committee,10/2/2019,,5:00 PM,"City Hall, Conference Room 4A",Meeting details,Not available,Agenda,Not available,Updated - Attachment II 2018-2019 Year-End Portfolio Review,Not available,Not available,DepartmentDetail.aspx?ID=31135&GUID=3D30F25C-B59C-41F3-821C-3B979C454041,,View.ashx?M=IC&ID=718564&GUID=70105EB1-182D-4AEB-861A-1D5AF4F83A2C,,,MeetingDetail.aspx?ID=718564&GUID=70105EB1-182D-4AEB-861A-1D5AF4F83A2C&Options=info&Search=,,View.ashx?M=A&ID=718564&GUID=70105EB1-182D-4AEB-861A-1D5AF4F83A2C,,View.ashx?M=E2&ID=718564&GUID=70105EB1-182D-4AEB-861A-1D5AF4F83A2C,,
61,City Council,10/1/2019,,7:00 PM,Council Chambers,Meeting details,Presentations,Agenda,Action Minutes,Documents Received After Published Agenda,Not available,Video,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=722669&GUID=D2F61289-0489-4EA9-AE1C-32C5493287CF,,,MeetingDetail.aspx?ID=722669&GUID=D2F61289-0489-4EA9-AE1C-32C5493287CF&Options=info&Search=,View.ashx?M=E1&ID=722669&GUID=D2F61289-0489-4EA9-AE1C-32C5493287CF,View.ashx?M=A&ID=722669&GUID=D2F61289-0489-4EA9-AE1C-32C5493287CF,View.ashx?M=M&ID=722669&GUID=D2F61289-0489-4EA9-AE1C-32C5493287CF,View.ashx?M=E2&ID=722669&GUID=D2F61289-0489-4EA9-AE1C-32C5493287CF,,#
62,City Council,10/1/2019,,5:00 PM,Conference Room 2A,Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=722671&GUID=216DA820-D0C2-4C0F-BAD1-225D305B14B3,,,MeetingDetail.aspx?ID=722671&GUID=216DA820-D0C2-4C0F-BAD1-225D305B14B3&Options=info&Search=,,View.ashx?M=A&ID=722671&GUID=216DA820-D0C2-4C0F-BAD1-225D305B14B3,,,,
63,Planning Commission,9/26/2019,,7:00 PM,Council Chambers,Meeting details,Presentation,Agenda,Action Minutes,Not available,Not available,Video,DepartmentDetail.aspx?ID=30859&GUID=61527508-1071-493D-93C4-0CCF21DD457A,,View.ashx?M=IC&ID=712408&GUID=2DFFDEA5-FCAF-4976-9DF4-95575E7E9B0A,,,MeetingDetail.aspx?ID=712408&GUID=2DFFDEA5-FCAF-4976-9DF4-95575E7E9B0A&Options=info&Search=,View.ashx?M=E1&ID=712408&GUID=2DFFDEA5-FCAF-4976-9DF4-95575E7E9B0A,View.ashx?M=A&ID=712408&GUID=2DFFDEA5-FCAF-4976-9DF4-95575E7E9B0A,View.ashx?M=M&ID=712408&GUID=2DFFDEA5-FCAF-4976-9DF4-95575E7E9B0A,,,#
64,City Council,9/24/2019,,7:00 PM,Council Chambers,Meeting details,Presentations,Agenda,Action Minutes,Documents Received After Published Agenda,Not available,Video,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=716547&GUID=31F738BD-7448-4444-BB2C-4066876FEDE2,,,MeetingDetail.aspx?ID=716547&GUID=31F738BD-7448-4444-BB2C-4066876FEDE2&Options=info&Search=,View.ashx?M=E1&ID=716547&GUID=31F738BD-7448-4444-BB2C-4066876FEDE2,View.ashx?M=A&ID=716547&GUID=31F738BD-7448-4444-BB2C-4066876FEDE2,View.ashx?M=M&ID=716547&GUID=31F738BD-7448-4444-BB2C-4066876FEDE2,View.ashx?M=E2&ID=716547&GUID=31F738BD-7448-4444-BB2C-4066876FEDE2,,#
65,City Council,9/24/2019,,5:30 PM,Conference Room 2A,Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=721549&GUID=86BA4B22-0A39-4B95-9C6C-3C2D2A95B22C,,,MeetingDetail.aspx?ID=721549&GUID=86BA4B22-0A39-4B95-9C6C-3C2D2A95B22C&Options=info&Search=,,View.ashx?M=A&ID=721549&GUID=86BA4B22-0A39-4B95-9C6C-3C2D2A95B22C,,,,
66,Keep Hayward Clean and Green Task Force,9/19/2019,,7:00 PM,"City Hall, Conference Room 2A",Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33059&GUID=8BFDFA33-85DF-4C86-9B6E-FEE23D471CB9,,View.ashx?M=IC&ID=652794&GUID=F2345992-F20B-4DF1-B184-7D23C6B9D11D,,,MeetingDetail.aspx?ID=652794&GUID=F2345992-F20B-4DF1-B184-7D23C6B9D11D&Options=info&Search=,,View.ashx?M=A&ID=652794&GUID=F2345992-F20B-4DF1-B184-7D23C6B9D11D,,,,
67,Council Airport Committee,9/19/2019,,5:30 PM,Airport Administration Building Meeting Room,Meeting details,"CAC Presentation, 09-19-2019",Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=30851&GUID=7CC84FC2-5C58-4A28-9B11-A0C05CF150BD,,View.ashx?M=IC&ID=716709&GUID=D4EF083D-9F09-49F8-BE92-46ACC5A77144,,,MeetingDetail.aspx?ID=716709&GUID=D4EF083D-9F09-49F8-BE92-46ACC5A77144&Options=info&Search=,View.ashx?M=E1&ID=716709&GUID=D4EF083D-9F09-49F8-BE92-46ACC5A77144,View.ashx?M=A&ID=716709&GUID=D4EF083D-9F09-49F8-BE92-46ACC5A77144,,,,
68,Community Services Commission,9/18/2019,,7:00 PM,Conference Room 2A,Meeting details,Not available,Agenda,Action Minutes,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33054&GUID=027C1AA2-CDED-402C-A698-AAD69F2E4027,,View.ashx?M=IC&ID=695116&GUID=01AA4239-8282-4745-B217-0513DCA7220E,,,MeetingDetail.aspx?ID=695116&GUID=01AA4239-8282-4745-B217-0513DCA7220E&Options=info&Search=,,View.ashx?M=A&ID=695116&GUID=01AA4239-8282-4745-B217-0513DCA7220E,View.ashx?M=M&ID=695116&GUID=01AA4239-8282-4745-B217-0513DCA7220E,,,
69,City Council,9/17/2019,,7:00 PM,Council Chambers,Meeting details,Not available,Cancelation Notice,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=720698&GUID=4D04B54E-8654-4142-AD3A-BE7AEDCBF11E,,,MeetingDetail.aspx?ID=720698&GUID=4D04B54E-8654-4142-AD3A-BE7AEDCBF11E&Options=info&Search=,,View.ashx?M=A&ID=720698&GUID=4D04B54E-8654-4142-AD3A-BE7AEDCBF11E,,,,
70,Council Sustainability Committee,9/17/2019,,4:30 PM,Conference Room 2A,Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=31137&GUID=9F7A1574-CEE5-4561-9583-FA470B25A505,,View.ashx?M=IC&ID=718642&GUID=E9B693C0-F070-4A0C-AA09-D959115F02F3,,,MeetingDetail.aspx?ID=718642&GUID=E9B693C0-F070-4A0C-AA09-D959115F02F3&Options=info&Search=,,View.ashx?M=A&ID=718642&GUID=E9B693C0-F070-4A0C-AA09-D959115F02F3,,,,
71,Library Commission,9/16/2019,,6:30 PM,21st Century Library - 888 C Street - Meeting Room C,Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33057&GUID=133E297F-8B2C-4578-A626-492DA0286B8D,,View.ashx?M=IC&ID=713323&GUID=A61AAEDB-F485-4DDA-9F1D-ADA30DC81272,,,MeetingDetail.aspx?ID=713323&GUID=A61AAEDB-F485-4DDA-9F1D-ADA30DC81272&Options=info&Search=,,View.ashx?M=A&ID=713323&GUID=A61AAEDB-F485-4DDA-9F1D-ADA30DC81272,,,,
72,Hayward Youth Commission,9/16/2019,,5:00 PM,Hayward City Hall,Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33056&GUID=D660942B-319D-4F74-B151-0D665E19B3C4,,View.ashx?M=IC&ID=720066&GUID=679E91BD-0884-4B1F-9685-F63D207EAB17,,,MeetingDetail.aspx?ID=720066&GUID=679E91BD-0884-4B1F-9685-F63D207EAB17&Options=info&Search=,,View.ashx?M=A&ID=720066&GUID=679E91BD-0884-4B1F-9685-F63D207EAB17,,,,
73,Council Infrastructure Committee,9/16/2019,,4:30 PM,Conference Room 2A,Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=35181&GUID=A7EAF64C-108C-4949-A884-DFB9102DCC36,,View.ashx?M=IC&ID=714503&GUID=659C7407-9146-4997-B8F1-32EDA4ED2078,,,MeetingDetail.aspx?ID=714503&GUID=659C7407-9146-4997-B8F1-32EDA4ED2078&Options=info&Search=,,View.ashx?M=A&ID=714503&GUID=659C7407-9146-4997-B8F1-32EDA4ED2078,,,,
74,Council Economic Development Committee,9/16/2019,,4:00 PM,"City Hall, Conference Room 2A",Meeting details,Not available,Cancelation Notice,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=31136&GUID=E5BC18DD-432F-4701-80DE-9F600848D689,,View.ashx?M=IC&ID=711736&GUID=FBF9BDF4-AF47-4CEB-BCFA-D9AF3A58B255,,,MeetingDetail.aspx?ID=711736&GUID=FBF9BDF4-AF47-4CEB-BCFA-D9AF3A58B255&Options=info&Search=,,View.ashx?M=A&ID=711736&GUID=FBF9BDF4-AF47-4CEB-BCFA-D9AF3A58B255,,,,
75,Planning Commission,9/12/2019,,7:00 PM,Council Chambers,Meeting details,Presentations,Agenda,Action Minutes,Documents Received After Published Agenda,Minutes 09/12/19,Video,DepartmentDetail.aspx?ID=30859&GUID=61527508-1071-493D-93C4-0CCF21DD457A,,View.ashx?M=IC&ID=712407&GUID=46F7C7B0-DF70-42E5-9931-F842C87F2856,,,MeetingDetail.aspx?ID=712407&GUID=46F7C7B0-DF70-42E5-9931-F842C87F2856&Options=info&Search=,View.ashx?M=E1&ID=712407&GUID=46F7C7B0-DF70-42E5-9931-F842C87F2856,View.ashx?M=A&ID=712407&GUID=46F7C7B0-DF70-42E5-9931-F842C87F2856,View.ashx?M=M&ID=712407&GUID=46F7C7B0-DF70-42E5-9931-F842C87F2856,View.ashx?M=E2&ID=712407&GUID=46F7C7B0-DF70-42E5-9931-F842C87F2856,View.ashx?M=E3&ID=712407&GUID=46F7C7B0-DF70-42E5-9931-F842C87F2856,#
76,Personnel Commission,9/12/2019,,5:30 PM,"City Hall, Conference Room 2A",Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33058&GUID=71ACE8DB-7577-4F0D-BA3A-BB5A9B7CA70A,,View.ashx?M=IC&ID=714321&GUID=E550DD6A-0CF1-4D2C-95CE-DA29B9E2ABFF,,,MeetingDetail.aspx?ID=714321&GUID=E550DD6A-0CF1-4D2C-95CE-DA29B9E2ABFF&Options=info&Search=,,View.ashx?M=A&ID=714321&GUID=E550DD6A-0CF1-4D2C-95CE-DA29B9E2ABFF,,,,
77,City Council,9/10/2019,,7:00 PM,Council Chambers,Meeting details,Presentations,Agenda,Action Minutes,Documents Received After Published Agenda,Minutes 09/10/19,Video,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=716546&GUID=2FD3E055-CDB9-465E-8044-BFA61E7DD26A,,,MeetingDetail.aspx?ID=716546&GUID=2FD3E055-CDB9-465E-8044-BFA61E7DD26A&Options=info&Search=,View.ashx?M=E1&ID=716546&GUID=2FD3E055-CDB9-465E-8044-BFA61E7DD26A,View.ashx?M=A&ID=716546&GUID=2FD3E055-CDB9-465E-8044-BFA61E7DD26A,View.ashx?M=M&ID=716546&GUID=2FD3E055-CDB9-465E-8044-BFA61E7DD26A,View.ashx?M=E2&ID=716546&GUID=2FD3E055-CDB9-465E-8044-BFA61E7DD26A,View.ashx?M=E3&ID=716546&GUID=2FD3E055-CDB9-465E-8044-BFA61E7DD26A,#
78,City Council,9/10/2019,,5:30 PM,Conference Room 2A,Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=718607&GUID=27AC6FA9-0747-4C09-ABBB-F8197F87AA92,,,MeetingDetail.aspx?ID=718607&GUID=27AC6FA9-0747-4C09-ABBB-F8197F87AA92&Options=info&Search=,,View.ashx?M=A&ID=718607&GUID=27AC6FA9-0747-4C09-ABBB-F8197F87AA92,,,,
79,Homelessness-Housing Task Force,9/5/2019,,6:00 PM,Conference Room 2A,Meeting details,Not available,Agenda,Not available,Documents Received After Published Agenda,Minutes 09/05/19,Video,DepartmentDetail.aspx?ID=39639&GUID=F1D167AA-E535-49B6-B6D2-C74064E2D02C,,View.ashx?M=IC&ID=682106&GUID=3D83CE59-236A-4352-8910-CE2C3A872B87,,,MeetingDetail.aspx?ID=682106&GUID=3D83CE59-236A-4352-8910-CE2C3A872B87&Options=info&Search=,,View.ashx?M=A&ID=682106&GUID=3D83CE59-236A-4352-8910-CE2C3A872B87,,View.ashx?M=E2&ID=682106&GUID=3D83CE59-236A-4352-8910-CE2C3A872B87,View.ashx?M=E3&ID=682106&GUID=3D83CE59-236A-4352-8910-CE2C3A872B87,#
80,City Council,9/3/2019,,7:00 PM,Council Chambers,Meeting details,Not available,Cancelation Notice,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=718589&GUID=A3B5AE42-22D8-449F-ADB4-C2AB1298955C,,,MeetingDetail.aspx?ID=718589&GUID=A3B5AE42-22D8-449F-ADB4-C2AB1298955C&Options=info&Search=,,View.ashx?M=A&ID=718589&GUID=A3B5AE42-22D8-449F-ADB4-C2AB1298955C,,,,
81,Library Commission,8/19/2019,,6:30 PM,21st Century Library                 888 C Street-Meeting Room C,Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33057&GUID=133E297F-8B2C-4578-A626-492DA0286B8D,,View.ashx?M=IC&ID=713317&GUID=139AFFF8-6E46-401E-A6CF-035FA38A6999,,,MeetingDetail.aspx?ID=713317&GUID=139AFFF8-6E46-401E-A6CF-035FA38A6999&Options=info&Search=,,View.ashx?M=A&ID=713317&GUID=139AFFF8-6E46-401E-A6CF-035FA38A6999,,,,
82,Council Infrastructure Committee,7/31/2019,,4:30 PM,Conference Room 2A,Meeting details,A St & Hesperian Blvd Intersection Improvements,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=35181&GUID=A7EAF64C-108C-4949-A884-DFB9102DCC36,,View.ashx?M=IC&ID=706866&GUID=0B72590B-995C-4ADA-BBD5-4535767EC909,,,MeetingDetail.aspx?ID=706866&GUID=0B72590B-995C-4ADA-BBD5-4535767EC909&Options=info&Search=,View.ashx?M=E1&ID=706866&GUID=0B72590B-995C-4ADA-BBD5-4535767EC909,View.ashx?M=A&ID=706866&GUID=0B72590B-995C-4ADA-BBD5-4535767EC909,,,,
83,Keep Hayward Clean and Green Task Force,7/25/2019,,7:00 PM,"City Hall, Conference Room 2A",Meeting details,Not available,Agenda,Not available,Not available,Meeting Minutes 07-25-19,Not available,DepartmentDetail.aspx?ID=33059&GUID=8BFDFA33-85DF-4C86-9B6E-FEE23D471CB9,,View.ashx?M=IC&ID=652793&GUID=2ED024D5-8132-41CD-8D90-33204AF0BC68,,,MeetingDetail.aspx?ID=652793&GUID=2ED024D5-8132-41CD-8D90-33204AF0BC68&Options=info&Search=,,View.ashx?M=A&ID=652793&GUID=2ED024D5-8132-41CD-8D90-33204AF0BC68,,,View.ashx?M=E3&ID=652793&GUID=2ED024D5-8132-41CD-8D90-33204AF0BC68,
84,Planning Commission,7/25/2019,,7:00 PM,Council Chambers,Meeting details,Presentations,Agenda,Action Minutes,Documents Received After Published Agenda,Minutes 07/25/19,Video,DepartmentDetail.aspx?ID=30859&GUID=61527508-1071-493D-93C4-0CCF21DD457A,,View.ashx?M=IC&ID=708575&GUID=922121EE-F74E-4013-AEF3-284188056B7F,,,MeetingDetail.aspx?ID=708575&GUID=922121EE-F74E-4013-AEF3-284188056B7F&Options=info&Search=,View.ashx?M=E1&ID=708575&GUID=922121EE-F74E-4013-AEF3-284188056B7F,View.ashx?M=A&ID=708575&GUID=922121EE-F74E-4013-AEF3-284188056B7F,View.ashx?M=M&ID=708575&GUID=922121EE-F74E-4013-AEF3-284188056B7F,View.ashx?M=E2&ID=708575&GUID=922121EE-F74E-4013-AEF3-284188056B7F,View.ashx?M=E3&ID=708575&GUID=922121EE-F74E-4013-AEF3-284188056B7F,#
85,Council Airport Committee,7/25/2019,,5:30 PM,Airport Administration Building Meeting Room,Meeting details,Not available,Cancelation Notice,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=30851&GUID=7CC84FC2-5C58-4A28-9B11-A0C05CF150BD,,View.ashx?M=IC&ID=712259&GUID=AD73BE2B-22C8-450D-B784-E17FE8B3397A,,,MeetingDetail.aspx?ID=712259&GUID=AD73BE2B-22C8-450D-B784-E17FE8B3397A&Options=info&Search=,,View.ashx?M=A&ID=712259&GUID=AD73BE2B-22C8-450D-B784-E17FE8B3397A,,,,
86,City Council,7/23/2019,,3:00 PM,Conference Room 2A,Meeting details,Not available,Agenda,Not available,Not available,Minutes 07/23/19,Video,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=711688&GUID=CA0F9ECF-0743-4607-9068-59972700C166,,,MeetingDetail.aspx?ID=711688&GUID=CA0F9ECF-0743-4607-9068-59972700C166&Options=info&Search=,,View.ashx?M=A&ID=711688&GUID=CA0F9ECF-0743-4607-9068-59972700C166,,,View.ashx?M=E3&ID=711688&GUID=CA0F9ECF-0743-4607-9068-59972700C166,#
87,City Council,7/23/2019,,2:30 PM,Conference Room 2B,Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=712309&GUID=0081E9B2-605C-479D-A2E7-7258C6882514,,,MeetingDetail.aspx?ID=712309&GUID=0081E9B2-605C-479D-A2E7-7258C6882514&Options=info&Search=,,View.ashx?M=A&ID=712309&GUID=0081E9B2-605C-479D-A2E7-7258C6882514,,,,
88,Personnel Commission,7/17/2019,,5:30 PM,"City Hall, Conference Room 2ASpecial Meeting",Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33058&GUID=71ACE8DB-7577-4F0D-BA3A-BB5A9B7CA70A,,View.ashx?M=IC&ID=710868&GUID=329529F0-FDE4-4921-8550-0B5C622308AE,,,MeetingDetail.aspx?ID=710868&GUID=329529F0-FDE4-4921-8550-0B5C622308AE&Options=info&Search=,,View.ashx?M=A&ID=710868&GUID=329529F0-FDE4-4921-8550-0B5C622308AE,,,,
89,Council Budget and Finance Committee,7/17/2019,,Canceled,"City Hall, Conference Room 4A",Meeting details,Not available,Cancelation Notice,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=31135&GUID=3D30F25C-B59C-41F3-821C-3B979C454041,,View.ashx?M=IC&ID=611687&GUID=E586C3CC-704C-4A99-B1BD-BE97DC787391,,,MeetingDetail.aspx?ID=611687&GUID=E586C3CC-704C-4A99-B1BD-BE97DC787391&Options=info&Search=,,View.ashx?M=A&ID=611687&GUID=E586C3CC-704C-4A99-B1BD-BE97DC787391,,,,
90,City Council,7/16/2019,,7:00 PM,Council Chambers,Meeting details,Presentations,Agenda,Action Minutes,Documents Received After Published Agenda,Minutes 07/16/19,Video,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=709925&GUID=D3A42ADC-DDBC-43D3-A67A-346761BDB43C,,,MeetingDetail.aspx?ID=709925&GUID=D3A42ADC-DDBC-43D3-A67A-346761BDB43C&Options=info&Search=,View.ashx?M=E1&ID=709925&GUID=D3A42ADC-DDBC-43D3-A67A-346761BDB43C,View.ashx?M=A&ID=709925&GUID=D3A42ADC-DDBC-43D3-A67A-346761BDB43C,View.ashx?M=M&ID=709925&GUID=D3A42ADC-DDBC-43D3-A67A-346761BDB43C,View.ashx?M=E2&ID=709925&GUID=D3A42ADC-DDBC-43D3-A67A-346761BDB43C,View.ashx?M=E3&ID=709925&GUID=D3A42ADC-DDBC-43D3-A67A-346761BDB43C,#
91,City Council,7/16/2019,,6:00 PM,Conference Room 2B,Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=711177&GUID=234C5978-7025-4D1B-A5C7-3DAB533721F8,,,MeetingDetail.aspx?ID=711177&GUID=234C5978-7025-4D1B-A5C7-3DAB533721F8&Options=info&Search=,,View.ashx?M=A&ID=711177&GUID=234C5978-7025-4D1B-A5C7-3DAB533721F8,,,,
92,City Council,7/16/2019,,5:00 PM,Conference Room 2B,Meeting details,Presentations,Agenda,Not available,Documents Received After Published Agenda,Not available,Not available,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=710754&GUID=31491F97-8E94-41CF-9C14-CD35EC57C237,,,MeetingDetail.aspx?ID=710754&GUID=31491F97-8E94-41CF-9C14-CD35EC57C237&Options=info&Search=,View.ashx?M=E1&ID=710754&GUID=31491F97-8E94-41CF-9C14-CD35EC57C237,View.ashx?M=A&ID=710754&GUID=31491F97-8E94-41CF-9C14-CD35EC57C237,,View.ashx?M=E2&ID=710754&GUID=31491F97-8E94-41CF-9C14-CD35EC57C237,,
93,Library Commission,7/15/2019,,6:30 PM,City Hall - 777 B St. - Conference Room 2B,Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33057&GUID=133E297F-8B2C-4578-A626-492DA0286B8D,,View.ashx?M=IC&ID=671784&GUID=E60B8C68-3357-4FD0-AC30-B7D279C5968B,,,MeetingDetail.aspx?ID=671784&GUID=E60B8C68-3357-4FD0-AC30-B7D279C5968B&Options=info&Search=,,View.ashx?M=A&ID=671784&GUID=E60B8C68-3357-4FD0-AC30-B7D279C5968B,,,,
94,Planning Commission,7/11/2019,,7:00 PM,Council Chambers,Meeting details,Not available,Cancelation Notice,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=30859&GUID=61527508-1071-493D-93C4-0CCF21DD457A,,View.ashx?M=IC&ID=708574&GUID=EF5A1036-50E4-4B7B-B1E6-97613F279387,,,MeetingDetail.aspx?ID=708574&GUID=EF5A1036-50E4-4B7B-B1E6-97613F279387&Options=info&Search=,,View.ashx?M=A&ID=708574&GUID=EF5A1036-50E4-4B7B-B1E6-97613F279387,,,,
95,Hayward Local Agencies Committee,7/11/2019,,4:30 PM,Conference Room 1C,Meeting details,Not available,"HLAC Agenda July 11, 2019",Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33060&GUID=8C70591E-B671-42C3-BDEE-EC710BF69BA3,,View.ashx?M=IC&ID=710529&GUID=76F0C410-7828-454E-A4BF-BD3DFD286646,,,MeetingDetail.aspx?ID=710529&GUID=76F0C410-7828-454E-A4BF-BD3DFD286646&Options=info&Search=,,View.ashx?M=A&ID=710529&GUID=76F0C410-7828-454E-A4BF-BD3DFD286646,,,,
96,Hayward Area Shoreline Planning Agency,7/11/2019,,3:00 PM,"Hayward Shoreline Interpretive Center
4901 Breakwater Avenue
Hayward, CA 94545",Meeting details,07.11.19 HASPA SMP Presentation,Agenda,Not available,Documents Received After Published Agenda,Not available,Not available,DepartmentDetail.aspx?ID=33061&GUID=6CB67DE9-EFCF-46BF-B981-D6253A4BEE59,,View.ashx?M=IC&ID=708573&GUID=C0683504-ABF9-4A2D-89BF-ACFB808B5BB3,,,MeetingDetail.aspx?ID=708573&GUID=C0683504-ABF9-4A2D-89BF-ACFB808B5BB3&Options=info&Search=,View.ashx?M=E1&ID=708573&GUID=C0683504-ABF9-4A2D-89BF-ACFB808B5BB3,View.ashx?M=A&ID=708573&GUID=C0683504-ABF9-4A2D-89BF-ACFB808B5BB3,,View.ashx?M=E2&ID=708573&GUID=C0683504-ABF9-4A2D-89BF-ACFB808B5BB3,,
97,City Council,7/9/2019,,7:00 PM,Council Chambers,Meeting details,Presentations,Agenda,Action Minutes,Documents Received After Published Agenda,Minutes 07/09/19,Video,DepartmentDetail.aspx?ID=30850&GUID=ABB40C93-B4A0-406D-809B-03936402537F,,View.ashx?M=IC&ID=706979&GUID=B54732C2-8081-4F63-AC57-F2A19D23103E,,,MeetingDetail.aspx?ID=706979&GUID=B54732C2-8081-4F63-AC57-F2A19D23103E&Options=info&Search=,View.ashx?M=E1&ID=706979&GUID=B54732C2-8081-4F63-AC57-F2A19D23103E,View.ashx?M=A&ID=706979&GUID=B54732C2-8081-4F63-AC57-F2A19D23103E,View.ashx?M=M&ID=706979&GUID=B54732C2-8081-4F63-AC57-F2A19D23103E,View.ashx?M=E2&ID=706979&GUID=B54732C2-8081-4F63-AC57-F2A19D23103E,View.ashx?M=E3&ID=706979&GUID=B54732C2-8081-4F63-AC57-F2A19D23103E,#
