,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Addendum Text,Agenda Text,Minutes Text,Video Text,eComment Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Addendum URL,Agenda URL,Minutes URL,Video URL,eComment URL
10,BOARD OF SUPERVISORS,1/28/2014,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691724&GUID=5F162F40-7CFF-4160-B50B-B42764B30F76,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691724&GUID=5F162F40-7CFF-4160-B50B-B42764B30F76&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691724&GUID=5F162F40-7CFF-4160-B50B-B42764B30F76,https://sanmateocounty.legistar.com/#,
11,BOARD OF SUPERVISORS,1/7/2014,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691741&GUID=84E43E37-F56E-4AA6-854F-CA70EDA0C2E4,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691741&GUID=84E43E37-F56E-4AA6-854F-CA70EDA0C2E4&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691741&GUID=84E43E37-F56E-4AA6-854F-CA70EDA0C2E4,https://sanmateocounty.legistar.com/#,
12,BOARD OF SUPERVISORS,12/10/2013,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691740&GUID=A17DF669-7D0C-427F-98AB-ED5A4C6DEF53,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691740&GUID=A17DF669-7D0C-427F-98AB-ED5A4C6DEF53&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691740&GUID=A17DF669-7D0C-427F-98AB-ED5A4C6DEF53,https://sanmateocounty.legistar.com/#,
13,BOARD OF SUPERVISORS,11/19/2013,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691656&GUID=291211D2-FEEF-46DC-A70D-BB92F28EB460,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691656&GUID=291211D2-FEEF-46DC-A70D-BB92F28EB460&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691656&GUID=291211D2-FEEF-46DC-A70D-BB92F28EB460,https://sanmateocounty.legistar.com/#,
14,BOARD OF SUPERVISORS,11/5/2013,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691739&GUID=419A108A-6870-428C-9379-E88B9E3C0C6E,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691739&GUID=419A108A-6870-428C-9379-E88B9E3C0C6E&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691739&GUID=419A108A-6870-428C-9379-E88B9E3C0C6E,https://sanmateocounty.legistar.com/#,
15,BOARD OF SUPERVISORS,10/23/2013,,2:00 PM,Hall of JusticeSpecial,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691655&GUID=052C4419-6FA7-401F-AB34-71D0C7C632EA,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691655&GUID=052C4419-6FA7-401F-AB34-71D0C7C632EA&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691655&GUID=052C4419-6FA7-401F-AB34-71D0C7C632EA,https://sanmateocounty.legistar.com/#,
16,BOARD OF SUPERVISORS,10/22/2013,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691756&GUID=1C1EA607-10AD-4840-AEAA-3C8A183DB2E0,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691756&GUID=1C1EA607-10AD-4840-AEAA-3C8A183DB2E0&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691756&GUID=1C1EA607-10AD-4840-AEAA-3C8A183DB2E0,https://sanmateocounty.legistar.com/#,
17,BOARD OF SUPERVISORS,10/8/2013,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691761&GUID=95965D40-9D89-42D9-BAEF-0539622B0AED,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691761&GUID=95965D40-9D89-42D9-BAEF-0539622B0AED&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691761&GUID=95965D40-9D89-42D9-BAEF-0539622B0AED,https://sanmateocounty.legistar.com/#,
18,BOARD OF SUPERVISORS,10/1/2013,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691755&GUID=01B6B3AA-2BD6-4C46-AAFA-E82B560D355A,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691755&GUID=01B6B3AA-2BD6-4C46-AAFA-E82B560D355A&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691755&GUID=01B6B3AA-2BD6-4C46-AAFA-E82B560D355A,https://sanmateocounty.legistar.com/#,
19,BOARD OF SUPERVISORS,9/18/2013,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691653&GUID=774BA655-8845-48F6-933C-06B0AA5B4BCE,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691653&GUID=774BA655-8845-48F6-933C-06B0AA5B4BCE&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691653&GUID=774BA655-8845-48F6-933C-06B0AA5B4BCE,https://sanmateocounty.legistar.com/#,
20,BOARD OF SUPERVISORS,9/17/2013,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691652&GUID=BF282EE4-6895-49E2-AC60-D0337A99AC13,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691652&GUID=BF282EE4-6895-49E2-AC60-D0337A99AC13&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691652&GUID=BF282EE4-6895-49E2-AC60-D0337A99AC13,https://sanmateocounty.legistar.com/#,
21,BOARD OF SUPERVISORS,9/17/2013,,9:00 AM,Hall of JusticeAddendum,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691654&GUID=6E2C8FD5-9686-4D57-8981-EB9EC00C1C43,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691654&GUID=6E2C8FD5-9686-4D57-8981-EB9EC00C1C43&Options=info&Search=,,,,,
22,BOARD OF SUPERVISORS,9/16/2013,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691729&GUID=BDAE980A-5B2A-4E9E-B7DB-2DD55A358502,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691729&GUID=BDAE980A-5B2A-4E9E-B7DB-2DD55A358502&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691729&GUID=BDAE980A-5B2A-4E9E-B7DB-2DD55A358502,https://sanmateocounty.legistar.com/#,
23,BOARD OF SUPERVISORS,9/10/2013,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691651&GUID=C8DF49C7-1692-46A7-9C28-0809ACFCE697,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691651&GUID=C8DF49C7-1692-46A7-9C28-0809ACFCE697&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691651&GUID=C8DF49C7-1692-46A7-9C28-0809ACFCE697,https://sanmateocounty.legistar.com/#,
24,BOARD OF SUPERVISORS,8/6/2013,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691650&GUID=59084393-2B6D-4211-8B82-79BEF74BCE8D,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691650&GUID=59084393-2B6D-4211-8B82-79BEF74BCE8D&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691650&GUID=59084393-2B6D-4211-8B82-79BEF74BCE8D,https://sanmateocounty.legistar.com/#,
25,BOARD OF SUPERVISORS,7/23/2013,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691649&GUID=E88FB978-1CF8-4984-87BC-64B66CF464DE,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691649&GUID=E88FB978-1CF8-4984-87BC-64B66CF464DE&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691649&GUID=E88FB978-1CF8-4984-87BC-64B66CF464DE,https://sanmateocounty.legistar.com/#,
26,BOARD OF SUPERVISORS,7/9/2013,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691648&GUID=563A7E4D-824E-4B62-B069-3C4E68D4A935,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691648&GUID=563A7E4D-824E-4B62-B069-3C4E68D4A935&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691648&GUID=563A7E4D-824E-4B62-B069-3C4E68D4A935,https://sanmateocounty.legistar.com/#,
27,BOARD OF SUPERVISORS,6/18/2013,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691742&GUID=3E5A1A4A-717B-4A87-AEDC-18AA4B15372B,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691742&GUID=3E5A1A4A-717B-4A87-AEDC-18AA4B15372B&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691742&GUID=3E5A1A4A-717B-4A87-AEDC-18AA4B15372B,https://sanmateocounty.legistar.com/#,
28,BOARD OF SUPERVISORS,6/18/2013,,9:00 AM,Hall of JusticeAddendum,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691751&GUID=07E60CDF-4D21-4F19-9C7F-E7CEDF645598,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691751&GUID=07E60CDF-4D21-4F19-9C7F-E7CEDF645598&Options=info&Search=,,,,,
29,BOARD OF SUPERVISORS,6/4/2013,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691734&GUID=802C46F1-2B8C-45A4-9CCA-B6FF3F233738,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691734&GUID=802C46F1-2B8C-45A4-9CCA-B6FF3F233738&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691734&GUID=802C46F1-2B8C-45A4-9CCA-B6FF3F233738,https://sanmateocounty.legistar.com/#,
30,BOARD OF SUPERVISORS,5/21/2013,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691647&GUID=95DD4A8B-7247-450C-A3A3-8F62083D0894,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691647&GUID=95DD4A8B-7247-450C-A3A3-8F62083D0894&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691647&GUID=95DD4A8B-7247-450C-A3A3-8F62083D0894,https://sanmateocounty.legistar.com/#,
31,BOARD OF SUPERVISORS,5/7/2013,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691644&GUID=0BB78E38-3E5A-4001-93C9-40649A194A54,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691644&GUID=0BB78E38-3E5A-4001-93C9-40649A194A54&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691644&GUID=0BB78E38-3E5A-4001-93C9-40649A194A54,https://sanmateocounty.legistar.com/#,
32,BOARD OF SUPERVISORS,4/23/2013,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691728&GUID=67B81740-D5AD-478D-B9A5-41F1233BF43E,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691728&GUID=67B81740-D5AD-478D-B9A5-41F1233BF43E&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691728&GUID=67B81740-D5AD-478D-B9A5-41F1233BF43E,https://sanmateocounty.legistar.com/#,
33,BOARD OF SUPERVISORS,4/9/2013,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691643&GUID=4676271C-74FF-4BFA-BD93-3FEC8B4F1444,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691643&GUID=4676271C-74FF-4BFA-BD93-3FEC8B4F1444&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691643&GUID=4676271C-74FF-4BFA-BD93-3FEC8B4F1444,https://sanmateocounty.legistar.com/#,
34,BOARD OF SUPERVISORS,3/26/2013,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691642&GUID=93962BC0-DEDA-4E09-9143-9C9CE664B673,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691642&GUID=93962BC0-DEDA-4E09-9143-9C9CE664B673&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691642&GUID=93962BC0-DEDA-4E09-9143-9C9CE664B673,https://sanmateocounty.legistar.com/#,
35,BOARD OF SUPERVISORS,3/12/2013,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691641&GUID=13CD3828-9A1C-4996-BCAF-163F381EF996,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691641&GUID=13CD3828-9A1C-4996-BCAF-163F381EF996&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691641&GUID=13CD3828-9A1C-4996-BCAF-163F381EF996,https://sanmateocounty.legistar.com/#,
36,BOARD OF SUPERVISORS,2/26/2013,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691640&GUID=C196910B-EE38-4B9A-8098-012C79BAE3B5,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691640&GUID=C196910B-EE38-4B9A-8098-012C79BAE3B5&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691640&GUID=C196910B-EE38-4B9A-8098-012C79BAE3B5,https://sanmateocounty.legistar.com/#,
37,BOARD OF SUPERVISORS,2/12/2013,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691639&GUID=0831EB2B-ABEB-4C47-ACD0-3AD090507FAF,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691639&GUID=0831EB2B-ABEB-4C47-ACD0-3AD090507FAF&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691639&GUID=0831EB2B-ABEB-4C47-ACD0-3AD090507FAF,https://sanmateocounty.legistar.com/#,
38,BOARD OF SUPERVISORS,1/29/2013,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691692&GUID=08D2E3F5-6C93-4D6D-892F-7194061990B0,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691692&GUID=08D2E3F5-6C93-4D6D-892F-7194061990B0&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691692&GUID=08D2E3F5-6C93-4D6D-892F-7194061990B0,https://sanmateocounty.legistar.com/#,
39,BOARD OF SUPERVISORS,1/15/2013,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691638&GUID=B04F0F79-CF08-4B24-8B55-76E1C162EA00,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691638&GUID=B04F0F79-CF08-4B24-8B55-76E1C162EA00&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691638&GUID=B04F0F79-CF08-4B24-8B55-76E1C162EA00,https://sanmateocounty.legistar.com/#,
40,BOARD OF SUPERVISORS,1/8/2013,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691636&GUID=76735D38-A962-4F27-8492-9CCCFFDFEEFE,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691636&GUID=76735D38-A962-4F27-8492-9CCCFFDFEEFE&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691636&GUID=76735D38-A962-4F27-8492-9CCCFFDFEEFE,https://sanmateocounty.legistar.com/#,
41,BOARD OF SUPERVISORS,1/7/2013,,6:00 PM,Special,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691637&GUID=458604C4-1065-4191-87DE-698D4AA18B52,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691637&GUID=458604C4-1065-4191-87DE-698D4AA18B52&Options=info&Search=,,,,,
42,BOARD OF SUPERVISORS,12/11/2012,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691723&GUID=1FFFE36C-EC16-46E4-A994-33ADD7C80E5D,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691723&GUID=1FFFE36C-EC16-46E4-A994-33ADD7C80E5D&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691723&GUID=1FFFE36C-EC16-46E4-A994-33ADD7C80E5D,,
43,BOARD OF SUPERVISORS,11/20/2012,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691635&GUID=BEAA9A44-62CA-4703-BA66-458F57532A76,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691635&GUID=BEAA9A44-62CA-4703-BA66-458F57532A76&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691635&GUID=BEAA9A44-62CA-4703-BA66-458F57532A76,https://sanmateocounty.legistar.com/#,
44,BOARD OF SUPERVISORS,11/6/2012,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691722&GUID=F3AAFD0B-9259-4E5C-BFC0-E664B7D65C67,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691722&GUID=F3AAFD0B-9259-4E5C-BFC0-E664B7D65C67&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691722&GUID=F3AAFD0B-9259-4E5C-BFC0-E664B7D65C67,https://sanmateocounty.legistar.com/#,
45,BOARD OF SUPERVISORS,10/30/2012,,9:00 AM,Hall of JusticeCancellation Notice,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691721&GUID=C9AB193E-F426-4B01-9E86-42848C86791D,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691721&GUID=C9AB193E-F426-4B01-9E86-42848C86791D&Options=info&Search=,,,,,
46,BOARD OF SUPERVISORS,10/23/2012,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691634&GUID=C046762A-FE71-42FD-A389-BE977461A0A4,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691634&GUID=C046762A-FE71-42FD-A389-BE977461A0A4&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691634&GUID=C046762A-FE71-42FD-A389-BE977461A0A4,https://sanmateocounty.legistar.com/#,
47,BOARD OF SUPERVISORS,10/2/2012,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691720&GUID=4026DFAB-C74B-4B5B-B4F7-0FE986819F69,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691720&GUID=4026DFAB-C74B-4B5B-B4F7-0FE986819F69&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691720&GUID=4026DFAB-C74B-4B5B-B4F7-0FE986819F69,,
48,BOARD OF SUPERVISORS,9/25/2012,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691633&GUID=6B0EF0E3-6F07-49D1-835D-A59BA26D60B8,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691633&GUID=6B0EF0E3-6F07-49D1-835D-A59BA26D60B8&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691633&GUID=6B0EF0E3-6F07-49D1-835D-A59BA26D60B8,,
49,BOARD OF SUPERVISORS,9/11/2012,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691632&GUID=4F0390C6-7513-471C-9841-86CB23295311,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691632&GUID=4F0390C6-7513-471C-9841-86CB23295311&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691632&GUID=4F0390C6-7513-471C-9841-86CB23295311,,
50,BOARD OF SUPERVISORS,8/28/2012,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691631&GUID=3D325138-3401-4782-9B90-568930DA12FC,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691631&GUID=3D325138-3401-4782-9B90-568930DA12FC&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691631&GUID=3D325138-3401-4782-9B90-568930DA12FC,https://sanmateocounty.legistar.com/#,
51,BOARD OF SUPERVISORS,8/14/2012,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691630&GUID=8F7D4448-6E9F-4710-9082-FFCDA5526C90,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691630&GUID=8F7D4448-6E9F-4710-9082-FFCDA5526C90&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691630&GUID=8F7D4448-6E9F-4710-9082-FFCDA5526C90,https://sanmateocounty.legistar.com/#,
52,BOARD OF SUPERVISORS,7/31/2012,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691629&GUID=E521A5FF-8186-4BAB-A14E-DC050A365CFA,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691629&GUID=E521A5FF-8186-4BAB-A14E-DC050A365CFA&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691629&GUID=E521A5FF-8186-4BAB-A14E-DC050A365CFA,,
53,BOARD OF SUPERVISORS,7/24/2012,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Video,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691646&GUID=70C3723D-5609-4A2C-9EF6-9EAB065C6E4D,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691646&GUID=70C3723D-5609-4A2C-9EF6-9EAB065C6E4D&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691646&GUID=70C3723D-5609-4A2C-9EF6-9EAB065C6E4D,https://sanmateocounty.legistar.com/#,
54,BOARD OF SUPERVISORS,7/10/2012,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691627&GUID=BDEEC762-5913-48FE-8048-A2A7869FC689,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691627&GUID=BDEEC762-5913-48FE-8048-A2A7869FC689&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691627&GUID=BDEEC762-5913-48FE-8048-A2A7869FC689,,
55,BOARD OF SUPERVISORS,7/9/2012,,9:00 AM,Hall of JusticeSpecial,Meeting details,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691628&GUID=4FA34C27-E5CB-4A93-BE3A-0C8CBB1675B7,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691628&GUID=4FA34C27-E5CB-4A93-BE3A-0C8CBB1675B7&Options=info&Search=,,,,,
56,BOARD OF SUPERVISORS,6/26/2012,,9:00 AM,Hall of Justice,Meeting details,Not applicable,Not applicable,Minutes,Not applicable,Not applicable,,,https://sanmateocounty.legistar.com/View.ashx?M=IC&ID=691626&GUID=61887480-9E21-4FAE-9A4D-EE93B95A49B1,,,https://sanmateocounty.legistar.com/MeetingDetail.aspx?ID=691626&GUID=61887480-9E21-4FAE-9A4D-EE93B95A49B1&Options=info&Search=,,,https://sanmateocounty.legistar.com/View.ashx?M=M&ID=691626&GUID=61887480-9E21-4FAE-9A4D-EE93B95A49B1,,
