,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Video Text,eComment Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Video URL,eComment URL
70,City Council,11/27/2018,,1:30 PM,Council Chambers,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=610825&GUID=FB1487C1-280D-4382-90A4-B654D8BB0048,,,MeetingDetail.aspx?ID=610825&GUID=FB1487C1-280D-4382-90A4-B654D8BB0048&Options=info&Search=,View.ashx?M=A&ID=610825&GUID=FB1487C1-280D-4382-90A4-B654D8BB0048,View.ashx?M=M&ID=610825&GUID=FB1487C1-280D-4382-90A4-B654D8BB0048,#,
71,Community & Economic Development Committee (CED),11/26/2018,,1:30 PM,Wing Rooms W118 - W120,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=21680&GUID=37CAF97D-86D4-4A85-8E07-BF7EA67F55CD,,View.ashx?M=IC&ID=619804&GUID=E4C7E724-0908-4A51-9B92-D47AD8FEE81A,,,MeetingDetail.aspx?ID=619804&GUID=E4C7E724-0908-4A51-9B92-D47AD8FEE81A&Options=info&Search=,View.ashx?M=A&ID=619804&GUID=E4C7E724-0908-4A51-9B92-D47AD8FEE81A,View.ashx?M=M&ID=619804&GUID=E4C7E724-0908-4A51-9B92-D47AD8FEE81A,#,
72,"Public Safety, Finance and Strategic Support Committee (PSFSS)",11/15/2018,,1:30 PM,Council Chambers,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=30890&GUID=AD2BBF1D-A701-4CDE-B9FC-851732F4751B,,View.ashx?M=IC&ID=614730&GUID=798257C4-2881-4DF6-9D8D-48BE5F7C55EA,,,MeetingDetail.aspx?ID=614730&GUID=798257C4-2881-4DF6-9D8D-48BE5F7C55EA&Options=info&Search=,View.ashx?M=A&ID=614730&GUID=798257C4-2881-4DF6-9D8D-48BE5F7C55EA,View.ashx?M=M&ID=614730&GUID=798257C4-2881-4DF6-9D8D-48BE5F7C55EA,#,
73,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,11/14/2018,,2:00 PM,Wing W118-120,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=612844&GUID=E3343E79-424F-481A-930A-00E7806DFAC1,,,MeetingDetail.aspx?ID=612844&GUID=E3343E79-424F-481A-930A-00E7806DFAC1&Options=info&Search=,View.ashx?M=A&ID=612844&GUID=E3343E79-424F-481A-930A-00E7806DFAC1,View.ashx?M=M&ID=612844&GUID=E3343E79-424F-481A-930A-00E7806DFAC1,#,
74,City Council,11/13/2018,,1:30 PM,Council ChambersCity Council Study Session,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=610835&GUID=BEBEF486-15BE-437F-A1F1-12A5D347A0F3,,,,,,,
75,Neighborhood Services and Education Committee (NSE),11/8/2018,,1:30 PM,Wing 118/119/120,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=21678&GUID=9BE13212-2A5F-4E35-9334-75E444952FA6,,View.ashx?M=IC&ID=638997&GUID=F237B163-1663-4694-B651-C1A76FABFEF2,,,MeetingDetail.aspx?ID=638997&GUID=F237B163-1663-4694-B651-C1A76FABFEF2&Options=info&Search=,View.ashx?M=A&ID=638997&GUID=F237B163-1663-4694-B651-C1A76FABFEF2,View.ashx?M=M&ID=638997&GUID=F237B163-1663-4694-B651-C1A76FABFEF2,#,
76,City Council,11/6/2018,,1:30 PM,Council Chambers,Meeting details,Agenda,Synopsis,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=610824&GUID=30880974-2ABD-43AF-B478-D389F066D8C7,,,MeetingDetail.aspx?ID=610824&GUID=30880974-2ABD-43AF-B478-D389F066D8C7&Options=info&Search=,View.ashx?M=A&ID=610824&GUID=30880974-2ABD-43AF-B478-D389F066D8C7,View.ashx?M=M&ID=610824&GUID=30880974-2ABD-43AF-B478-D389F066D8C7,#,
77,Transportation and Environment Committee (T&E),11/5/2018,,1:30 PM,Wing W118-120,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=33885&GUID=B8D373E4-359D-470B-962C-BFAA26D7ED6E,,View.ashx?M=IC&ID=614404&GUID=67C6B47B-73DC-4A42-9835-BEEB6648F950,,,MeetingDetail.aspx?ID=614404&GUID=67C6B47B-73DC-4A42-9835-BEEB6648F950&Options=info&Search=,View.ashx?M=A&ID=614404&GUID=67C6B47B-73DC-4A42-9835-BEEB6648F950,View.ashx?M=M&ID=614404&GUID=67C6B47B-73DC-4A42-9835-BEEB6648F950,#,
78,Smart Cities and Service Improvements Committee,11/1/2018,,1:30 PM,Council Chambers,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=30888&GUID=A22EB8DC-1A6B-4E86-AFA5-0A8150476A33,,View.ashx?M=IC&ID=643806&GUID=126AE258-76C2-4A3C-9135-CACADA021D69,,,MeetingDetail.aspx?ID=643806&GUID=126AE258-76C2-4A3C-9135-CACADA021D69&Options=info&Search=,View.ashx?M=A&ID=643806&GUID=126AE258-76C2-4A3C-9135-CACADA021D69,View.ashx?M=M&ID=643806&GUID=126AE258-76C2-4A3C-9135-CACADA021D69,#,
79,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,10/31/2018,,2:00 PM,Wing W118-120,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=612843&GUID=2D620C21-E214-4310-8E98-70AFD9CCFAFE,,,MeetingDetail.aspx?ID=612843&GUID=2D620C21-E214-4310-8E98-70AFD9CCFAFE&Options=info&Search=,View.ashx?M=A&ID=612843&GUID=2D620C21-E214-4310-8E98-70AFD9CCFAFE,View.ashx?M=M&ID=612843&GUID=2D620C21-E214-4310-8E98-70AFD9CCFAFE,#,
80,City Council,10/30/2018,,1:30 PM,Council Chambers,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=610823&GUID=499A7A80-D7A0-4C53-8F6C-D8CFAD07ED67,,,MeetingDetail.aspx?ID=610823&GUID=499A7A80-D7A0-4C53-8F6C-D8CFAD07ED67&Options=info&Search=,View.ashx?M=A&ID=610823&GUID=499A7A80-D7A0-4C53-8F6C-D8CFAD07ED67,View.ashx?M=M&ID=610823&GUID=499A7A80-D7A0-4C53-8F6C-D8CFAD07ED67,#,
81,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,10/24/2018,,2:00 PM,Wing W118-120,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=612842&GUID=43F649B6-D0AD-4916-93CF-C95E1EB2B308,,,MeetingDetail.aspx?ID=612842&GUID=43F649B6-D0AD-4916-93CF-C95E1EB2B308&Options=info&Search=,View.ashx?M=A&ID=612842&GUID=43F649B6-D0AD-4916-93CF-C95E1EB2B308,View.ashx?M=M&ID=612842&GUID=43F649B6-D0AD-4916-93CF-C95E1EB2B308,#,
82,City Council,10/23/2018,,1:30 PM,Council Chambers,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=610822&GUID=F5009E1C-F966-4007-80BA-2A420830B040,,,MeetingDetail.aspx?ID=610822&GUID=F5009E1C-F966-4007-80BA-2A420830B040&Options=info&Search=,View.ashx?M=A&ID=610822&GUID=F5009E1C-F966-4007-80BA-2A420830B040,View.ashx?M=M&ID=610822&GUID=F5009E1C-F966-4007-80BA-2A420830B040,#,
83,City Council,10/23/2018,,10:00 AM,Council ChambersJoint meeting with Santa Clara County Board of Supervisors,Meeting details,Joint Agenda w/presentations,Not available,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=644307&GUID=2F1F887E-7E4E-4645-9987-6D28776223FE,,,MeetingDetail.aspx?ID=644307&GUID=2F1F887E-7E4E-4645-9987-6D28776223FE&Options=info&Search=,View.ashx?M=A&ID=644307&GUID=2F1F887E-7E4E-4645-9987-6D28776223FE,,#,
84,Community & Economic Development Committee (CED),10/22/2018,,1:30 PM,Wing Rooms W118 - W120,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=21680&GUID=37CAF97D-86D4-4A85-8E07-BF7EA67F55CD,,View.ashx?M=IC&ID=619799&GUID=DCE1DF6E-9988-4438-A7E9-7917633782BF,,,MeetingDetail.aspx?ID=619799&GUID=DCE1DF6E-9988-4438-A7E9-7917633782BF&Options=info&Search=,View.ashx?M=A&ID=619799&GUID=DCE1DF6E-9988-4438-A7E9-7917633782BF,View.ashx?M=M&ID=619799&GUID=DCE1DF6E-9988-4438-A7E9-7917633782BF,#,
85,"Public Safety, Finance and Strategic Support Committee (PSFSS)",10/18/2018,,1:30 PM,Council Chambers,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=30890&GUID=AD2BBF1D-A701-4CDE-B9FC-851732F4751B,,View.ashx?M=IC&ID=614729&GUID=965CEA20-D671-41E9-B749-20214BB0D78F,,,MeetingDetail.aspx?ID=614729&GUID=965CEA20-D671-41E9-B749-20214BB0D78F&Options=info&Search=,View.ashx?M=A&ID=614729&GUID=965CEA20-D671-41E9-B749-20214BB0D78F,View.ashx?M=M&ID=614729&GUID=965CEA20-D671-41E9-B749-20214BB0D78F,#,
86,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,10/17/2018,,2:00 PM,Wing W118-120,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=612841&GUID=25BCEAB2-ED43-43FD-8CEE-A18DF019D0E1,,,MeetingDetail.aspx?ID=612841&GUID=25BCEAB2-ED43-43FD-8CEE-A18DF019D0E1&Options=info&Search=,View.ashx?M=A&ID=612841&GUID=25BCEAB2-ED43-43FD-8CEE-A18DF019D0E1,View.ashx?M=M&ID=612841&GUID=25BCEAB2-ED43-43FD-8CEE-A18DF019D0E1,#,
87,City Council,10/16/2018,,1:30 PM,Council Chambers,Meeting details,Agenda,Synopsis,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=610821&GUID=4AE6CE66-2099-4723-B04D-BF5107157BFD,,,MeetingDetail.aspx?ID=610821&GUID=4AE6CE66-2099-4723-B04D-BF5107157BFD&Options=info&Search=,View.ashx?M=A&ID=610821&GUID=4AE6CE66-2099-4723-B04D-BF5107157BFD,View.ashx?M=M&ID=610821&GUID=4AE6CE66-2099-4723-B04D-BF5107157BFD,#,
88,Neighborhood Services and Education Committee (NSE),10/11/2018,,1:30 PM,Wing 118/119/120,Meeting details,Agenda,Synopsis,Video,Not available,DepartmentDetail.aspx?ID=21678&GUID=9BE13212-2A5F-4E35-9334-75E444952FA6,,View.ashx?M=IC&ID=639158&GUID=2A2E9892-18C1-43E8-9830-A16F18B59BCA,,,MeetingDetail.aspx?ID=639158&GUID=2A2E9892-18C1-43E8-9830-A16F18B59BCA&Options=info&Search=,View.ashx?M=A&ID=639158&GUID=2A2E9892-18C1-43E8-9830-A16F18B59BCA,View.ashx?M=M&ID=639158&GUID=2A2E9892-18C1-43E8-9830-A16F18B59BCA,#,
89,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,10/10/2018,,2:00 PM,Wing W118-120,Meeting details,Agenda,Synopsis,Video,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=612840&GUID=1CC30A67-5038-45A9-8768-C95AFA502175,,,MeetingDetail.aspx?ID=612840&GUID=1CC30A67-5038-45A9-8768-C95AFA502175&Options=info&Search=,View.ashx?M=A&ID=612840&GUID=1CC30A67-5038-45A9-8768-C95AFA502175,View.ashx?M=M&ID=612840&GUID=1CC30A67-5038-45A9-8768-C95AFA502175,#,
90,Smart Cities and Service Improvements Committee,10/4/2018,,1:30 PM,Council Chambers,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=30888&GUID=A22EB8DC-1A6B-4E86-AFA5-0A8150476A33,,View.ashx?M=IC&ID=638650&GUID=94F37C30-49E1-4364-AF19-035217091D0F,,,MeetingDetail.aspx?ID=638650&GUID=94F37C30-49E1-4364-AF19-035217091D0F&Options=info&Search=,View.ashx?M=A&ID=638650&GUID=94F37C30-49E1-4364-AF19-035217091D0F,View.ashx?M=M&ID=638650&GUID=94F37C30-49E1-4364-AF19-035217091D0F,#,
91,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,10/3/2018,,2:00 PM,Wing W118-120,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=612839&GUID=2BE738D9-879D-406F-84ED-53ABD84A9B0C,,,MeetingDetail.aspx?ID=612839&GUID=2BE738D9-879D-406F-84ED-53ABD84A9B0C&Options=info&Search=,View.ashx?M=A&ID=612839&GUID=2BE738D9-879D-406F-84ED-53ABD84A9B0C,View.ashx?M=M&ID=612839&GUID=2BE738D9-879D-406F-84ED-53ABD84A9B0C,#,
92,City Council,10/2/2018,,1:30 PM,Council Chambers,Meeting details,Agenda,Synopsis,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=610820&GUID=2C3665CD-82D2-4B6E-AEDA-778FD2767671,,,MeetingDetail.aspx?ID=610820&GUID=2C3665CD-82D2-4B6E-AEDA-778FD2767671&Options=info&Search=,View.ashx?M=A&ID=610820&GUID=2C3665CD-82D2-4B6E-AEDA-778FD2767671,View.ashx?M=M&ID=610820&GUID=2C3665CD-82D2-4B6E-AEDA-778FD2767671,#,
93,Transportation and Environment Committee (T&E),10/1/2018,,1:30 PM,Wing W118-120,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=33885&GUID=B8D373E4-359D-470B-962C-BFAA26D7ED6E,,View.ashx?M=IC&ID=614403&GUID=03AB6C70-BE32-4BF3-AA42-905BDF59D529,,,MeetingDetail.aspx?ID=614403&GUID=03AB6C70-BE32-4BF3-AA42-905BDF59D529&Options=info&Search=,View.ashx?M=A&ID=614403&GUID=03AB6C70-BE32-4BF3-AA42-905BDF59D529,View.ashx?M=M&ID=614403&GUID=03AB6C70-BE32-4BF3-AA42-905BDF59D529,#,
94,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,9/26/2018,,2:00 PM,Wing W118-120,Meeting details,Agenda,Not available,Video,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=612838&GUID=245BC0E8-F636-49ED-8D3A-1DFBBDF6B17D,,,MeetingDetail.aspx?ID=612838&GUID=245BC0E8-F636-49ED-8D3A-1DFBBDF6B17D&Options=info&Search=,View.ashx?M=A&ID=612838&GUID=245BC0E8-F636-49ED-8D3A-1DFBBDF6B17D,,#,
95,City Council,9/25/2018,,1:30 PM,Council Chambers,Meeting details,Agenda,Synopsis,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=610819&GUID=81C96AC2-BA62-4AED-93D0-DB445B8426A3,,,MeetingDetail.aspx?ID=610819&GUID=81C96AC2-BA62-4AED-93D0-DB445B8426A3&Options=info&Search=,View.ashx?M=A&ID=610819&GUID=81C96AC2-BA62-4AED-93D0-DB445B8426A3,View.ashx?M=M&ID=610819&GUID=81C96AC2-BA62-4AED-93D0-DB445B8426A3,#,
96,Community & Economic Development Committee (CED),9/24/2018,,1:30 PM,Wing Rooms W118 - W120,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=21680&GUID=37CAF97D-86D4-4A85-8E07-BF7EA67F55CD,,View.ashx?M=IC&ID=619798&GUID=9CDC09BD-CAEB-492E-B1A7-22F490504D30,,,MeetingDetail.aspx?ID=619798&GUID=9CDC09BD-CAEB-492E-B1A7-22F490504D30&Options=info&Search=,View.ashx?M=A&ID=619798&GUID=9CDC09BD-CAEB-492E-B1A7-22F490504D30,View.ashx?M=M&ID=619798&GUID=9CDC09BD-CAEB-492E-B1A7-22F490504D30,#,
97,"Public Safety, Finance and Strategic Support Committee (PSFSS)",9/20/2018,,1:30 PM,Council Chambers,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=30890&GUID=AD2BBF1D-A701-4CDE-B9FC-851732F4751B,,View.ashx?M=IC&ID=614728&GUID=651EF21D-F6B4-47E7-A5FE-2DB82166E171,,,MeetingDetail.aspx?ID=614728&GUID=651EF21D-F6B4-47E7-A5FE-2DB82166E171&Options=info&Search=,View.ashx?M=A&ID=614728&GUID=651EF21D-F6B4-47E7-A5FE-2DB82166E171,View.ashx?M=M&ID=614728&GUID=651EF21D-F6B4-47E7-A5FE-2DB82166E171,#,
98,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,9/19/2018,,2:00 PM,Wing W118-120,Meeting details,Agenda,Not available,Video,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=612837&GUID=61508F6D-2DE5-4EEB-A924-048F5D1BB8BE,,,MeetingDetail.aspx?ID=612837&GUID=61508F6D-2DE5-4EEB-A924-048F5D1BB8BE&Options=info&Search=,View.ashx?M=A&ID=612837&GUID=61508F6D-2DE5-4EEB-A924-048F5D1BB8BE,,#,
99,City Council,9/18/2018,,1:30 PM,Council Chambers,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=610818&GUID=D2A37F26-2751-4DB5-9C76-C75A50F645AC,,,MeetingDetail.aspx?ID=610818&GUID=D2A37F26-2751-4DB5-9C76-C75A50F645AC&Options=info&Search=,View.ashx?M=A&ID=610818&GUID=D2A37F26-2751-4DB5-9C76-C75A50F645AC,View.ashx?M=M&ID=610818&GUID=D2A37F26-2751-4DB5-9C76-C75A50F645AC,#,
0,Neighborhood Services and Education Committee (NSE),9/14/2018,,,Wing 118/119/120,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=21678&GUID=9BE13212-2A5F-4E35-9334-75E444952FA6,,View.ashx?M=IC&ID=639041&GUID=A734D40F-4A70-44FA-9C12-C08EC9A052BB,,,MeetingDetail.aspx?ID=639041&GUID=A734D40F-4A70-44FA-9C12-C08EC9A052BB&Options=info&Search=,,,,
1,Neighborhood Services and Education Committee (NSE),9/13/2018,,1:30 PM,Wing 118/119/120,Meeting details,Agenda,Minutes,Not available,Not available,DepartmentDetail.aspx?ID=21678&GUID=9BE13212-2A5F-4E35-9334-75E444952FA6,,View.ashx?M=IC&ID=621881&GUID=CBA16C86-F575-461E-AE3B-163CBDF4C308,,,MeetingDetail.aspx?ID=621881&GUID=CBA16C86-F575-461E-AE3B-163CBDF4C308&Options=info&Search=,View.ashx?M=A&ID=621881&GUID=CBA16C86-F575-461E-AE3B-163CBDF4C308,View.ashx?M=M&ID=621881&GUID=CBA16C86-F575-461E-AE3B-163CBDF4C308,,
2,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,9/12/2018,,2:00 PM,Wing W118-120,Meeting details,Agenda,Not available,Video,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=612836&GUID=EA3F8937-E867-4891-B1C6-4C5294701760,,,MeetingDetail.aspx?ID=612836&GUID=EA3F8937-E867-4891-B1C6-4C5294701760&Options=info&Search=,View.ashx?M=A&ID=612836&GUID=EA3F8937-E867-4891-B1C6-4C5294701760,,#,
3,City Council,9/11/2018,,1:30 PM,Council Chambers,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=610817&GUID=4B19384E-76C6-410C-AFB5-C7608D10FA99,,,MeetingDetail.aspx?ID=610817&GUID=4B19384E-76C6-410C-AFB5-C7608D10FA99&Options=info&Search=,View.ashx?M=A&ID=610817&GUID=4B19384E-76C6-410C-AFB5-C7608D10FA99,View.ashx?M=M&ID=610817&GUID=4B19384E-76C6-410C-AFB5-C7608D10FA99,#,
4,Transportation and Environment Committee (T&E),9/10/2018,,1:30 PM,Wing W118-120,Meeting details,Agenda,Minutes,Not available,Not available,DepartmentDetail.aspx?ID=33885&GUID=B8D373E4-359D-470B-962C-BFAA26D7ED6E,,View.ashx?M=IC&ID=614402&GUID=078C7683-0A63-4C89-B9BA-F370BCEA1738,,,MeetingDetail.aspx?ID=614402&GUID=078C7683-0A63-4C89-B9BA-F370BCEA1738&Options=info&Search=,View.ashx?M=A&ID=614402&GUID=078C7683-0A63-4C89-B9BA-F370BCEA1738,View.ashx?M=M&ID=614402&GUID=078C7683-0A63-4C89-B9BA-F370BCEA1738,,
5,Smart Cities and Service Improvements Committee,9/6/2018,,1:30 PM,Council Chambers,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=30888&GUID=A22EB8DC-1A6B-4E86-AFA5-0A8150476A33,,View.ashx?M=IC&ID=621632&GUID=12E50EA3-064E-403D-95C8-5AAE33873936,,,MeetingDetail.aspx?ID=621632&GUID=12E50EA3-064E-403D-95C8-5AAE33873936&Options=info&Search=,View.ashx?M=A&ID=621632&GUID=12E50EA3-064E-403D-95C8-5AAE33873936,View.ashx?M=M&ID=621632&GUID=12E50EA3-064E-403D-95C8-5AAE33873936,#,
6,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,9/5/2018,,2:00 PM,Wing W118-120,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=612835&GUID=39FB42F0-B535-4E88-A12A-DB6AC1D3E494,,,MeetingDetail.aspx?ID=612835&GUID=39FB42F0-B535-4E88-A12A-DB6AC1D3E494&Options=info&Search=,View.ashx?M=A&ID=612835&GUID=39FB42F0-B535-4E88-A12A-DB6AC1D3E494,View.ashx?M=M&ID=612835&GUID=39FB42F0-B535-4E88-A12A-DB6AC1D3E494,#,
7,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,8/29/2018,,2:00 PM,Wing W118-120Cancelled Meeting,Meeting details,Cancellation Notice,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=612834&GUID=4AF84D94-529E-467F-9BC7-FD3ABE7991F1,,,MeetingDetail.aspx?ID=612834&GUID=4AF84D94-529E-467F-9BC7-FD3ABE7991F1&Options=info&Search=,View.ashx?M=A&ID=612834&GUID=4AF84D94-529E-467F-9BC7-FD3ABE7991F1,,,
8,City Council,8/28/2018,,1:30 PM,Council Chambers,Meeting details,Agenda,Synopsis,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=610816&GUID=BF35ACD6-4828-4254-A496-41A358D6188C,,,MeetingDetail.aspx?ID=610816&GUID=BF35ACD6-4828-4254-A496-41A358D6188C&Options=info&Search=,View.ashx?M=A&ID=610816&GUID=BF35ACD6-4828-4254-A496-41A358D6188C,View.ashx?M=M&ID=610816&GUID=BF35ACD6-4828-4254-A496-41A358D6188C,#,
9,Community & Economic Development Committee (CED),8/27/2018,,1:30 PM,Wing Rooms W118 - W120,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=21680&GUID=37CAF97D-86D4-4A85-8E07-BF7EA67F55CD,,View.ashx?M=IC&ID=619797&GUID=A1A2328D-7073-4D76-BCD2-3BE3F3D54F7F,,,MeetingDetail.aspx?ID=619797&GUID=A1A2328D-7073-4D76-BCD2-3BE3F3D54F7F&Options=info&Search=,View.ashx?M=A&ID=619797&GUID=A1A2328D-7073-4D76-BCD2-3BE3F3D54F7F,View.ashx?M=M&ID=619797&GUID=A1A2328D-7073-4D76-BCD2-3BE3F3D54F7F,#,
10,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,8/22/2018,,2:00 PM,Wing W118-120,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=612833&GUID=62D23576-E735-4F6C-9CEF-B7D463801692,,,MeetingDetail.aspx?ID=612833&GUID=62D23576-E735-4F6C-9CEF-B7D463801692&Options=info&Search=,View.ashx?M=A&ID=612833&GUID=62D23576-E735-4F6C-9CEF-B7D463801692,View.ashx?M=M&ID=612833&GUID=62D23576-E735-4F6C-9CEF-B7D463801692,#,
11,City Council,8/21/2018,,1:30 PM,Council Chambers,Meeting details,Agenda,Synopsis,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=610815&GUID=FDF25862-BB9F-493C-A2A1-E10537E7ED41,,,MeetingDetail.aspx?ID=610815&GUID=FDF25862-BB9F-493C-A2A1-E10537E7ED41&Options=info&Search=,View.ashx?M=A&ID=610815&GUID=FDF25862-BB9F-493C-A2A1-E10537E7ED41,View.ashx?M=M&ID=610815&GUID=FDF25862-BB9F-493C-A2A1-E10537E7ED41,#,
12,City Council,8/20/2018,,,City Council Study Session,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=610829&GUID=9839CA99-53A6-4551-B981-5E8CF8CF50EA,,,MeetingDetail.aspx?ID=610829&GUID=9839CA99-53A6-4551-B981-5E8CF8CF50EA&Options=info&Search=,,,,
13,"Public Safety, Finance and Strategic Support Committee (PSFSS)",8/16/2018,,1:30 PM,Council Chambers,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=30890&GUID=AD2BBF1D-A701-4CDE-B9FC-851732F4751B,,View.ashx?M=IC&ID=614727&GUID=DDA1F475-0B14-4CBF-93B9-B4199B0D1ACA,,,MeetingDetail.aspx?ID=614727&GUID=DDA1F475-0B14-4CBF-93B9-B4199B0D1ACA&Options=info&Search=,View.ashx?M=A&ID=614727&GUID=DDA1F475-0B14-4CBF-93B9-B4199B0D1ACA,View.ashx?M=M&ID=614727&GUID=DDA1F475-0B14-4CBF-93B9-B4199B0D1ACA,#,
