,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Agenda Packet Text,Video or Audio Text,Caption Notes Text,eComment Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Agenda Packet URL,Video or Audio URL,Caption Notes URL,eComment URL
66,Council and Authorities Concurrent Meeting,1/21/2020,,6:00 PM,"City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=726112&GUID=DC7951B6-AE80-423A-AB86-DC4002D891FB,,,,,,,,,
67,Youth Commission,1/14/2020,,6:00 PM,"Teen Center
2446 Cabrillo Avenue
Santa Clara, CA 95051",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36909&GUID=A481232D-8B63-4D4C-B474-D6E8073824D5,,View.ashx?M=IC&ID=727119&GUID=182C596B-49E4-4164-A9AD-EEDA6BBB7720,,,,,,,,,
68,Historical & Landmarks Commission,1/2/2020,,6:00 PM,"City Hall Council Chambers
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36903&GUID=A83EA478-DF0E-4ADC-99F9-CFDBC478A463,,View.ashx?M=IC&ID=722947&GUID=314B80F2-711F-4450-A7BC-0351E2532A6F,,,,,,,,,
69,Parks & Recreation Commission,12/17/2019,,7:00 PM,"Cafeteria - City Hall East Wing 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36905&GUID=483358F9-AEE1-43AF-8894-80EDC2CB70D7,,View.ashx?M=IC&ID=695512&GUID=89F12F64-3411-43A0-B8FB-081FAD0ECB83,,,,,,,,,
70,Council and Authorities Concurrent Meeting,12/17/2019,,6:00 PM,"City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=733793&GUID=222A8E1D-9A8D-4209-9750-789056231671,,,,,,,,,
71,Planning Commission,12/11/2019,,6:00 PM,City Hall Council Chambers,Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=35684&GUID=249B4801-61A9-45B3-A4BA-904F6F83C9D0,,View.ashx?M=IC&ID=640673&GUID=44A1095A-5C8E-43B9-BCCB-62672CD0DC94,,,,,,,,,
72,Youth Commission,12/10/2019,,6:00 PM,"Teen Center
2446 Cabrillo Avenue
Santa Clara, CA 95051",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36909&GUID=A481232D-8B63-4D4C-B474-D6E8073824D5,,View.ashx?M=IC&ID=695510&GUID=7B8FF2AA-BBBF-48C8-AEA0-0052D04AB3DD,,,,,,,,,
73,Council and Authorities Concurrent Meeting,12/10/2019,,6:00 PM,"City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=733792&GUID=3DDDD48C-9C17-4179-9152-6FB92B9B4042,,,,,,,,,
74,Historical & Landmarks Commission,12/5/2019,,7:00 PM,City Hall Council Chambers,Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36903&GUID=A83EA478-DF0E-4ADC-99F9-CFDBC478A463,,View.ashx?M=IC&ID=642872&GUID=DECCD936-DF68-45BD-BF75-9AAFB07FBA91,,,,,,,,,
75,Architectural Committee,12/4/2019,,6:00 PM,"City Hall Council Chambers
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=38941&GUID=3DF56D6C-1164-41FC-AD92-68C689BC639A,,View.ashx?M=IC&ID=662198&GUID=11C97C17-6BA6-45A8-98B8-F51598BA93AB,,,,,,,,,
76,Santa Clara Stadium Authority,12/3/2019,,6:00 PM,"City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=35682&GUID=30845DA9-0D60-47E0-AE23-BE8C9A5500BB,,View.ashx?M=IC&ID=733791&GUID=3ECCCB7A-0DAA-4A81-B52C-F155BEFEABE8,,,,,,,,,
77,Council and Authorities Concurrent Meeting,12/3/2019,,6:00 PM,"Special Meeting - City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=733799&GUID=61C36536-1B46-49E7-B4B2-BE1956AAD469,,,,,,,,,
78,Cultural Commission,12/2/2019,,7:00 PM,"Senior Center
1303 Fremont Street
Santa Clara, CA 95050",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36857&GUID=1E0D50C1-B2ED-41AF-9F51-3C7EC8552C02,,View.ashx?M=IC&ID=695508&GUID=F1EB27AA-140E-4AFA-A32C-BD7101BF009F,,,,,,,,,
79,Board of Library Trustees,12/2/2019,,6:00 PM,"Northside Branch Library, Community Room
695 Moreland Way
Santa Clara, CA  95054",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36901&GUID=8C91F637-0CCD-45EE-82A2-58271F3ED4AA,,View.ashx?M=IC&ID=646221&GUID=A92ABCC9-4C56-46FC-8E84-0E00538C8287,,,,,,,,,
80,"Economic Development, Communications, and Marketing Committee",12/2/2019,,3:00 PM,"City Hall – Council Chambers
Margie Edinger Community Room
2635 Homestead Road
Santa Clara, CA 95051",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39512&GUID=7E415715-48DB-4933-B6F1-68E2C5AA3D66,,View.ashx?M=IC&ID=680250&GUID=B742B9AC-082E-472D-842E-07B1371EF61D,,,,,,,,,
81,Senior Advisory Commission,11/25/2019,,10:00 AM,"Senior Center 
1303 Fremont Street
Santa Clara, CA 95050",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36906&GUID=D6A40F99-A066-4309-858C-5B6E6EF4C6EE,,View.ashx?M=IC&ID=695513&GUID=53B95208-9443-42AD-876B-5735AD9428B8,,,,,,,,,
82,Governance and Ethics Committee,11/21/2019,,3:00 PM,City Hall – Council Chambers,Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36950&GUID=35831CF3-67DE-4D08-8FB8-FEEDBC280699,,View.ashx?M=IC&ID=680246&GUID=13E72891-1053-43DF-AA02-1233F2A7AEA4,,,,,,,,,
83,Council and Authorities Concurrent Meeting,11/19/2019,,7:00 PM,"City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=640671&GUID=20BF5D48-609A-4A6F-BCB0-497FD3BAEFF4,,,,,,,,,
84,Parks & Recreation Commission,11/19/2019,,7:00 PM,"Cafeteria - City Hall East Wing 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36905&GUID=483358F9-AEE1-43AF-8894-80EDC2CB70D7,,View.ashx?M=IC&ID=695511&GUID=05B0EB05-88EE-434C-954A-CA853C406B8D,,,,,,,,,
85,Civil Service Commission,11/18/2019,,7:00 PM,"City Hall - Council Chambers
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36902&GUID=0A0913C8-9BF8-4FD8-8C7E-5C212635F6D6,,View.ashx?M=IC&ID=656838&GUID=94AB03F2-FB39-4492-BBC2-08C2003A521E,,,,,,,,,
86,Planning Commission,11/13/2019,,6:00 PM,City Hall Council Chambers,Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=35684&GUID=249B4801-61A9-45B3-A4BA-904F6F83C9D0,,View.ashx?M=IC&ID=644894&GUID=C3206F13-F2DB-4CED-97D3-919507E430C1,,,,,,,,,
87,Youth Commission,11/12/2019,,6:00 PM,"Teen Center
2446 Cabrillo Avenue
Santa Clara, CA 95051",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36909&GUID=A481232D-8B63-4D4C-B474-D6E8073824D5,,View.ashx?M=IC&ID=695509&GUID=026AEF0C-E087-4195-9BAA-3AFB8E4C6397,,,,,,,,,
88,Council and Authorities Concurrent Meeting,11/12/2019,,6:00 PM,"Special Meeting - City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=725831&GUID=AF2E186E-7AAE-4FD4-B97F-E275D2CF5465,,,,,,,,,
89,Historical & Landmarks Commission,11/7/2019,,7:00 PM,City Hall Council Chambers,Meeting details,Cancellation Notice,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36903&GUID=A83EA478-DF0E-4ADC-99F9-CFDBC478A463,,View.ashx?M=IC&ID=642861&GUID=0CDAFFA8-4F87-4185-8063-01745D90F270,,,MeetingDetail.aspx?ID=642861&GUID=0CDAFFA8-4F87-4185-8063-01745D90F270&Options=info&Search=,View.ashx?M=A&ID=642861&GUID=0CDAFFA8-4F87-4185-8063-01745D90F270,,,,,
90,Architectural Committee,11/6/2019,,6:00 PM,"City Hall Council Chambers
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=38941&GUID=3DF56D6C-1164-41FC-AD92-68C689BC639A,,View.ashx?M=IC&ID=662197&GUID=69EFDD97-58A5-4B47-AB17-94A4B46AFE21,,,,,,,,,
91,Santa Clara Stadium Authority,11/5/2019,,6:00 PM,"City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=35682&GUID=30845DA9-0D60-47E0-AE23-BE8C9A5500BB,,View.ashx?M=IC&ID=734643&GUID=079480EA-8BDF-4C32-8839-DF27AEBAA903,,,,,,,,,
92,Council and Authorities Concurrent Meeting,11/5/2019,,4:00 PM,"City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=640670&GUID=EAF6FF08-9336-405F-A891-152F6BAADE2C,,,,,,,,,
93,Cultural Commission,11/4/2019,,7:00 PM,"Senior Center
1303 Fremont Street
Santa Clara, CA 95050",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36857&GUID=1E0D50C1-B2ED-41AF-9F51-3C7EC8552C02,,View.ashx?M=IC&ID=695507&GUID=C9E65775-73C7-4712-936D-66E19163620B,,,,,,,,,
94,Council and Authorities Concurrent Meeting,10/29/2019,,4:30 PM,"City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Not available,Packet,Not available,Not available,eComment,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=640668&GUID=E9E24C3B-6C51-4F06-9434-67855363A001,,,MeetingDetail.aspx?ID=640668&GUID=E9E24C3B-6C51-4F06-9434-67855363A001&Options=info&Search=,View.ashx?M=A&ID=640668&GUID=E9E24C3B-6C51-4F06-9434-67855363A001,,View.ashx?M=E2&ID=640668&GUID=E9E24C3B-6C51-4F06-9434-67855363A001,,,https://santaclara.granicusideas.com/meetings/273-council-and-authorities-concurrent-meeting-on-2019-10-29-4-30-pm
95,Bicycle & Pedestrian Advisory Committee,10/28/2019,,4:00 PM,"City Hall Council Chambers
1500 Warburton Avenue
Santa Clara, CA 95051",Meeting details,Agenda,Not available,Packet,Not available,Not available,Not available,DepartmentDetail.aspx?ID=40583&GUID=A2976D84-B2FF-46EA-9AB6-595E6BFE57BA,,View.ashx?M=IC&ID=715542&GUID=035D68CD-3828-49D7-B6BC-C1414E46CEEF,,,MeetingDetail.aspx?ID=715542&GUID=035D68CD-3828-49D7-B6BC-C1414E46CEEF&Options=info&Search=,View.ashx?M=A&ID=715542&GUID=035D68CD-3828-49D7-B6BC-C1414E46CEEF,,View.ashx?M=E2&ID=715542&GUID=035D68CD-3828-49D7-B6BC-C1414E46CEEF,,,
96,Senior Advisory Commission,10/28/2019,,10:00 AM,"Senior Center 
1303 Fremont Street
Santa Clara, CA 95050",Meeting details,Agenda,Not available,Packet,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36906&GUID=D6A40F99-A066-4309-858C-5B6E6EF4C6EE,,View.ashx?M=IC&ID=695505&GUID=41525080-7130-46C7-B934-2D3928A6BF25,,,MeetingDetail.aspx?ID=695505&GUID=41525080-7130-46C7-B934-2D3928A6BF25&Options=info&Search=,View.ashx?M=A&ID=695505&GUID=41525080-7130-46C7-B934-2D3928A6BF25,,View.ashx?M=E2&ID=695505&GUID=41525080-7130-46C7-B934-2D3928A6BF25,,,
97,Governance and Ethics Committee,10/24/2019,,3:00 PM,"City Hall – Council Chambers
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Not available,Agenda Packet,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36950&GUID=35831CF3-67DE-4D08-8FB8-FEEDBC280699,,View.ashx?M=IC&ID=719961&GUID=6B44FFB7-DD70-4AC1-8060-0D19E0A0A28C,,,MeetingDetail.aspx?ID=719961&GUID=6B44FFB7-DD70-4AC1-8060-0D19E0A0A28C&Options=info&Search=,View.ashx?M=A&ID=719961&GUID=6B44FFB7-DD70-4AC1-8060-0D19E0A0A28C,,View.ashx?M=E2&ID=719961&GUID=6B44FFB7-DD70-4AC1-8060-0D19E0A0A28C,,,
98,Planning Commission,10/23/2019,,6:00 PM,City Hall Council Chambers,Meeting details,Agenda,Not available,Agenda Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35684&GUID=249B4801-61A9-45B3-A4BA-904F6F83C9D0,,View.ashx?M=IC&ID=644897&GUID=EE689F88-4575-4D65-91DE-9584E0BB45A5,,,MeetingDetail.aspx?ID=644897&GUID=EE689F88-4575-4D65-91DE-9584E0BB45A5&Options=info&Search=,View.ashx?M=A&ID=644897&GUID=EE689F88-4575-4D65-91DE-9584E0BB45A5,,View.ashx?M=E2&ID=644897&GUID=EE689F88-4575-4D65-91DE-9584E0BB45A5,#,#,
99,Council and Authorities Concurrent Meeting,10/22/2019,,5:00 PM,"Special Meeting
City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Not available,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=715242&GUID=E6D6A9ED-D613-40E5-B253-2AE41F36AB43,,,MeetingDetail.aspx?ID=715242&GUID=E6D6A9ED-D613-40E5-B253-2AE41F36AB43&Options=info&Search=,View.ashx?M=A&ID=715242&GUID=E6D6A9ED-D613-40E5-B253-2AE41F36AB43,,View.ashx?M=E2&ID=715242&GUID=E6D6A9ED-D613-40E5-B253-2AE41F36AB43,#,#,
0,Council and Authorities Concurrent Meeting,10/22/2019,,4:15 PM,"City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Not available,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=732592&GUID=24C61F03-A283-45B7-804C-97F2027C29AD,,,MeetingDetail.aspx?ID=732592&GUID=24C61F03-A283-45B7-804C-97F2027C29AD&Options=info&Search=,View.ashx?M=A&ID=732592&GUID=24C61F03-A283-45B7-804C-97F2027C29AD,,View.ashx?M=E2&ID=732592&GUID=24C61F03-A283-45B7-804C-97F2027C29AD,#,#,
1,Charter Review Committee,10/17/2019,,7:00 PM,"Northside Branch Library, Community Room
695 Moreland Way
Santa Clara, CA 95054",Meeting details,Agenda,Not available,Packet,Not available,Not available,Not available,DepartmentDetail.aspx?ID=40425&GUID=8C7FCE56-00AF-4327-A138-99B259533DD3,,View.ashx?M=IC&ID=712913&GUID=B0D169F5-977C-4313-AEE7-3FCBA8961797,,,MeetingDetail.aspx?ID=712913&GUID=B0D169F5-977C-4313-AEE7-3FCBA8961797&Options=info&Search=,View.ashx?M=A&ID=712913&GUID=B0D169F5-977C-4313-AEE7-3FCBA8961797,,View.ashx?M=E2&ID=712913&GUID=B0D169F5-977C-4313-AEE7-3FCBA8961797,,,
2,Parks & Recreation Commission,10/15/2019,,7:00 PM,"Cafeteria - City Hall East Wing 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Not available,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36905&GUID=483358F9-AEE1-43AF-8894-80EDC2CB70D7,,View.ashx?M=IC&ID=695504&GUID=D86B7BFA-5FEC-4089-952E-8B6CA2037D44,,,MeetingDetail.aspx?ID=695504&GUID=D86B7BFA-5FEC-4089-952E-8B6CA2037D44&Options=info&Search=,View.ashx?M=A&ID=695504&GUID=D86B7BFA-5FEC-4089-952E-8B6CA2037D44,,View.ashx?M=E2&ID=695504&GUID=D86B7BFA-5FEC-4089-952E-8B6CA2037D44,#,#,
3,Board of Library Trustees,10/15/2019,,6:00 PM,"Cafeteria - City Hall East Wing
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Not available,Packet,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36901&GUID=8C91F637-0CCD-45EE-82A2-58271F3ED4AA,,View.ashx?M=IC&ID=725358&GUID=44C39817-F5AF-41E8-90B3-6E74CC882D54,,,MeetingDetail.aspx?ID=725358&GUID=44C39817-F5AF-41E8-90B3-6E74CC882D54&Options=info&Search=,View.ashx?M=A&ID=725358&GUID=44C39817-F5AF-41E8-90B3-6E74CC882D54,,View.ashx?M=E2&ID=725358&GUID=44C39817-F5AF-41E8-90B3-6E74CC882D54,,,
4,ADA Committee,10/10/2019,,9:00 AM,"City Hall Council Chambers
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Not available,Packet,Not available,Not available,Not available,DepartmentDetail.aspx?ID=41080&GUID=A8233F02-38EC-4FA4-9AD8-67A14DBD6B7A,,View.ashx?M=IC&ID=723455&GUID=8B5747C5-EFE6-47AA-AEE1-CC884083BD02,,,MeetingDetail.aspx?ID=723455&GUID=8B5747C5-EFE6-47AA-AEE1-CC884083BD02&Options=info&Search=,View.ashx?M=A&ID=723455&GUID=8B5747C5-EFE6-47AA-AEE1-CC884083BD02,,View.ashx?M=E2&ID=723455&GUID=8B5747C5-EFE6-47AA-AEE1-CC884083BD02,,,
5,Planning Commission,10/9/2019,,Canceled,City Hall Council Chambers,Meeting details,CANCELATION NOTICE,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=35684&GUID=249B4801-61A9-45B3-A4BA-904F6F83C9D0,,View.ashx?M=IC&ID=644893&GUID=9CAE5C09-A244-4E6F-B225-B962FF162F26,,,MeetingDetail.aspx?ID=644893&GUID=9CAE5C09-A244-4E6F-B225-B962FF162F26&Options=info&Search=,View.ashx?M=A&ID=644893&GUID=9CAE5C09-A244-4E6F-B225-B962FF162F26,,,,,
6,Youth Commission,10/8/2019,,6:00 PM,"Teen Center
2446 Cabrillo Avenue
Santa Clara, CA 95051",Meeting details,Agenda,Not available,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36909&GUID=A481232D-8B63-4D4C-B474-D6E8073824D5,,View.ashx?M=IC&ID=695501&GUID=CD40F1DB-2A5F-4D83-B230-6A8F73240367,,,MeetingDetail.aspx?ID=695501&GUID=CD40F1DB-2A5F-4D83-B230-6A8F73240367&Options=info&Search=,View.ashx?M=A&ID=695501&GUID=CD40F1DB-2A5F-4D83-B230-6A8F73240367,,View.ashx?M=E2&ID=695501&GUID=CD40F1DB-2A5F-4D83-B230-6A8F73240367,#,#,
7,Council and Authorities Concurrent Meeting,10/8/2019,,4:30 PM,"City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Revised Agenda,Not available,Revised Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=640667&GUID=B9868B08-B5C9-4E41-9BB8-A7E703B0AC84,,,MeetingDetail.aspx?ID=640667&GUID=B9868B08-B5C9-4E41-9BB8-A7E703B0AC84&Options=info&Search=,View.ashx?M=A&ID=640667&GUID=B9868B08-B5C9-4E41-9BB8-A7E703B0AC84,,View.ashx?M=E2&ID=640667&GUID=B9868B08-B5C9-4E41-9BB8-A7E703B0AC84,#,#,
8,Cultural Commission,10/7/2019,,7:00 PM,"Senior Center
1303 Fremont Street
Santa Clara, CA 95050",Meeting details,Agenda,Not available,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36857&GUID=1E0D50C1-B2ED-41AF-9F51-3C7EC8552C02,,View.ashx?M=IC&ID=695500&GUID=918BDB1B-2AA7-4C6B-956D-86F7ED516BC8,,,MeetingDetail.aspx?ID=695500&GUID=918BDB1B-2AA7-4C6B-956D-86F7ED516BC8&Options=info&Search=,View.ashx?M=A&ID=695500&GUID=918BDB1B-2AA7-4C6B-956D-86F7ED516BC8,,View.ashx?M=E2&ID=695500&GUID=918BDB1B-2AA7-4C6B-956D-86F7ED516BC8,#,#,
9,Board of Library Trustees,10/7/2019,,6:00 PM,"Mission Branch Library, Community Room
1098 Lexington St.
Santa Clara, CA  95050",Meeting details,Agenda,Not available,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36901&GUID=8C91F637-0CCD-45EE-82A2-58271F3ED4AA,,View.ashx?M=IC&ID=646220&GUID=3A88A621-7BE9-4D10-9DC8-9700DF9DCEC5,,,MeetingDetail.aspx?ID=646220&GUID=3A88A621-7BE9-4D10-9DC8-9700DF9DCEC5&Options=info&Search=,View.ashx?M=A&ID=646220&GUID=3A88A621-7BE9-4D10-9DC8-9700DF9DCEC5,,View.ashx?M=E2&ID=646220&GUID=3A88A621-7BE9-4D10-9DC8-9700DF9DCEC5,#,#,
