,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Media Column Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Media Column URL
87,City Council,4/26/2016,,5:00 PM,Council Chambers - 500 Castro St.JOINT MEETING OF THE CITY COUNCIL (REGULAR) AND SHORELINE REGIONAL PARK COMMUNITY (SPECIAL),Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=479071&GUID=6DAEFAC5-1B28-4426-98BC-281BAFF649C8,,,MeetingDetail.aspx?ID=479071&GUID=6DAEFAC5-1B28-4426-98BC-281BAFF649C8&Options=info&Search=,View.ashx?M=A&ID=479071&GUID=6DAEFAC5-1B28-4426-98BC-281BAFF649C8,View.ashx?M=M&ID=479071&GUID=6DAEFAC5-1B28-4426-98BC-281BAFF649C8,#
88,City Council,4/26/2016,,5:00 PM,Council Chambers - 500 Castro St.SPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=488794&GUID=20646B44-FF4D-4AA0-8621-436A062B6C0D,,,,,View.ashx?M=M&ID=488794&GUID=20646B44-FF4D-4AA0-8621-436A062B6C0D,
89,Environmental Planning Commission,4/20/2016,,7:00 PM,Council Chambers,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=481559&GUID=C0DAE837-1935-497A-B552-6E2901E04CB0,,,MeetingDetail.aspx?ID=481559&GUID=C0DAE837-1935-497A-B552-6E2901E04CB0&Options=info&Search=,View.ashx?M=A&ID=481559&GUID=C0DAE837-1935-497A-B552-6E2901E04CB0,View.ashx?M=M&ID=481559&GUID=C0DAE837-1935-497A-B552-6E2901E04CB0,#
90,City Council,4/19/2016,,5:30 PM,Plaza & Council Chambers - 500 Castro St.,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=452507&GUID=A10C8097-13DC-4D86-B332-5934B61CA977,,,MeetingDetail.aspx?ID=452507&GUID=A10C8097-13DC-4D86-B332-5934B61CA977&Options=info&Search=,View.ashx?M=A&ID=452507&GUID=A10C8097-13DC-4D86-B332-5934B61CA977,View.ashx?M=M&ID=452507&GUID=A10C8097-13DC-4D86-B332-5934B61CA977,#
91,Parks and Recreation Commission and Urban Forestry Board,4/13/2016,,7:00 PM,Senior Center - 266 Escuela Avenue,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=479083&GUID=A83EBCEA-B6FB-4FD5-A993-FE29D858BDF5,,,MeetingDetail.aspx?ID=479083&GUID=A83EBCEA-B6FB-4FD5-A993-FE29D858BDF5&Options=info&Search=,View.ashx?M=A&ID=479083&GUID=A83EBCEA-B6FB-4FD5-A993-FE29D858BDF5,View.ashx?M=M&ID=479083&GUID=A83EBCEA-B6FB-4FD5-A993-FE29D858BDF5,
92,Environmental Planning Commission,4/6/2016,,7:00 PM,Plaza Conference Room,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=479541&GUID=F8CD501E-BAE1-4E72-BFF5-B0A1B5540A4F,,,MeetingDetail.aspx?ID=479541&GUID=F8CD501E-BAE1-4E72-BFF5-B0A1B5540A4F&Options=info&Search=,View.ashx?M=A&ID=479541&GUID=F8CD501E-BAE1-4E72-BFF5-B0A1B5540A4F,View.ashx?M=M&ID=479541&GUID=F8CD501E-BAE1-4E72-BFF5-B0A1B5540A4F,#
93,City Council,4/5/2016,,4:30 PM,Plaza & Council Chambers - 500 Castro St.,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=452506&GUID=191A34FE-8C44-4C38-AF57-F55CAE2FD7EC,,,MeetingDetail.aspx?ID=452506&GUID=191A34FE-8C44-4C38-AF57-F55CAE2FD7EC&Options=info&Search=,View.ashx?M=A&ID=452506&GUID=191A34FE-8C44-4C38-AF57-F55CAE2FD7EC,View.ashx?M=M&ID=452506&GUID=191A34FE-8C44-4C38-AF57-F55CAE2FD7EC,#
94,City Council,3/29/2016,,5:00 PM,Plaza & Council Chambers - 500 Castro St.JOINT SPECIAL MEETING OF THE CITY COUNCIL AND SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=452505&GUID=79F81101-6E50-49F5-80DC-E2677C6426AA,,,MeetingDetail.aspx?ID=452505&GUID=79F81101-6E50-49F5-80DC-E2677C6426AA&Options=info&Search=,View.ashx?M=A&ID=452505&GUID=79F81101-6E50-49F5-80DC-E2677C6426AA,View.ashx?M=M&ID=452505&GUID=79F81101-6E50-49F5-80DC-E2677C6426AA,#
95,City Council,3/29/2016,,5:00 PM,Plaza & Council Chambers - 500 Castro St.SPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=488793&GUID=FB2F8EC9-BE5B-4025-B436-66C83A789188,,,,,View.ashx?M=M&ID=488793&GUID=FB2F8EC9-BE5B-4025-B436-66C83A789188,
96,City Council,3/22/2016,,5:30 PM,Council Chambers - 500 Castro St.,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=452504&GUID=BDE07101-888D-4E5C-AF44-75C7A264FF81,,,MeetingDetail.aspx?ID=452504&GUID=BDE07101-888D-4E5C-AF44-75C7A264FF81&Options=info&Search=,View.ashx?M=A&ID=452504&GUID=BDE07101-888D-4E5C-AF44-75C7A264FF81,View.ashx?M=M&ID=452504&GUID=BDE07101-888D-4E5C-AF44-75C7A264FF81,#
97,Environmental Planning Commission,3/16/2016,,7:00 PM,Council Chambers,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=464237&GUID=1FDAEC19-7650-41A6-9D70-FA6A1AA9D491,,,MeetingDetail.aspx?ID=464237&GUID=1FDAEC19-7650-41A6-9D70-FA6A1AA9D491&Options=info&Search=,View.ashx?M=A&ID=464237&GUID=1FDAEC19-7650-41A6-9D70-FA6A1AA9D491,View.ashx?M=M&ID=464237&GUID=1FDAEC19-7650-41A6-9D70-FA6A1AA9D491,#
98,City Council,3/15/2016,,6:30 PM,Council Chambers - 500 Castro St.JOINT SPECIAL MEETING OF THE CITY COUNCIL AND SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=452503&GUID=C62F8A16-BD67-436E-A2AC-215B3F022485,,,MeetingDetail.aspx?ID=452503&GUID=C62F8A16-BD67-436E-A2AC-215B3F022485&Options=info&Search=,View.ashx?M=A&ID=452503&GUID=C62F8A16-BD67-436E-A2AC-215B3F022485,View.ashx?M=M&ID=452503&GUID=C62F8A16-BD67-436E-A2AC-215B3F022485,#
99,City Council,3/15/2016,,6:30 PM,Council Chambers - 500 Castro St.SPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=488792&GUID=AB142901-0BC5-4EE7-8290-5686F4627DD9,,,,,View.ashx?M=M&ID=488792&GUID=AB142901-0BC5-4EE7-8290-5686F4627DD9,
0,Parks and Recreation Commission and Urban Forestry Board,3/9/2016,,7:00 PM,Senior Center - 266 Escuela Avenue,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=462858&GUID=7306E5FC-DFDC-49AE-A761-CAD6D17EE738,,,MeetingDetail.aspx?ID=462858&GUID=7306E5FC-DFDC-49AE-A761-CAD6D17EE738&Options=info&Search=,View.ashx?M=A&ID=462858&GUID=7306E5FC-DFDC-49AE-A761-CAD6D17EE738,View.ashx?M=M&ID=462858&GUID=7306E5FC-DFDC-49AE-A761-CAD6D17EE738,
1,City Council,3/1/2016,,6:30 PM,Council Chambers - 500 Castro St.SPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=463052&GUID=E3C6401F-C4A4-475B-873F-AA5323E558DF,,,,,View.ashx?M=M&ID=463052&GUID=E3C6401F-C4A4-475B-873F-AA5323E558DF,
2,City Council,3/1/2016,,5:00 PM,Council Chambers - 500 Castro St.JOINT SPECIAL MEETING OF THE CITY COUNCIL AND SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=452502&GUID=A926FDA0-AEF7-4112-8AD7-656017D8AABE,,,MeetingDetail.aspx?ID=452502&GUID=A926FDA0-AEF7-4112-8AD7-656017D8AABE&Options=info&Search=,View.ashx?M=A&ID=452502&GUID=A926FDA0-AEF7-4112-8AD7-656017D8AABE,View.ashx?M=M&ID=452502&GUID=A926FDA0-AEF7-4112-8AD7-656017D8AABE,#
3,City Council,2/23/2016,,6:30 PM,Council Chambers - 500 Castro St.SPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=462066&GUID=6A5B5F8E-5890-4116-A9D7-CF1958152EBD,,,,,View.ashx?M=M&ID=462066&GUID=6A5B5F8E-5890-4116-A9D7-CF1958152EBD,
4,City Council,2/23/2016,,5:00 PM,Council Chambers - 500 Castro St.JOINT MEETING OF THE CITY COUNCIL (REGULAR) AND SHORELINE REGIONAL PARK COMMUNITY (SPECIAL),Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=452501&GUID=04EBB615-5651-43F0-85CE-02C4534744D4,,,MeetingDetail.aspx?ID=452501&GUID=04EBB615-5651-43F0-85CE-02C4534744D4&Options=info&Search=,View.ashx?M=A&ID=452501&GUID=04EBB615-5651-43F0-85CE-02C4534744D4,View.ashx?M=M&ID=452501&GUID=04EBB615-5651-43F0-85CE-02C4534744D4,#
5,Environmental Planning Commission,2/17/2016,,7:00 PM,Council Chambers,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=460730&GUID=25A7AA1E-EB1B-4C26-A998-95FCD649D473,,,MeetingDetail.aspx?ID=460730&GUID=25A7AA1E-EB1B-4C26-A998-95FCD649D473&Options=info&Search=,View.ashx?M=A&ID=460730&GUID=25A7AA1E-EB1B-4C26-A998-95FCD649D473,View.ashx?M=M&ID=460730&GUID=25A7AA1E-EB1B-4C26-A998-95FCD649D473,#
6,Parks and Recreation Commission and Urban Forestry Board,2/10/2016,,7:00 PM,Senior Center - 266 Escuela Avenue,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=458161&GUID=CEBAA476-A359-49CF-B1AD-B0F1E60B8D4D,,,MeetingDetail.aspx?ID=458161&GUID=CEBAA476-A359-49CF-B1AD-B0F1E60B8D4D&Options=info&Search=,View.ashx?M=A&ID=458161&GUID=CEBAA476-A359-49CF-B1AD-B0F1E60B8D4D,View.ashx?M=M&ID=458161&GUID=CEBAA476-A359-49CF-B1AD-B0F1E60B8D4D,
7,City Council,2/9/2016,,6:30 PM,Council Chambers - 500 Castro StreetSPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=461727&GUID=D95420B9-B3B0-44D8-B461-86D061C11A83,,,,,View.ashx?M=M&ID=461727&GUID=D95420B9-B3B0-44D8-B461-86D061C11A83,
8,City Council,2/9/2016,,5:00 PM,Council Chambers - 500 Castro St.JOINT SPECIAL MEETING OF THE CITY COUNCIL AND SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=452500&GUID=8DABD96B-2C9D-4DB2-AC5D-37CA8AED625E,,,MeetingDetail.aspx?ID=452500&GUID=8DABD96B-2C9D-4DB2-AC5D-37CA8AED625E&Options=info&Search=,View.ashx?M=A&ID=452500&GUID=8DABD96B-2C9D-4DB2-AC5D-37CA8AED625E,View.ashx?M=M&ID=452500&GUID=8DABD96B-2C9D-4DB2-AC5D-37CA8AED625E,#
9,Environmental Planning Commission,2/3/2016,,7:00 PM,Plaza Conference Room,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=458622&GUID=98837F9A-2A5F-4D0F-A97F-79549ECB0F19,,,MeetingDetail.aspx?ID=458622&GUID=98837F9A-2A5F-4D0F-A97F-79549ECB0F19&Options=info&Search=,View.ashx?M=A&ID=458622&GUID=98837F9A-2A5F-4D0F-A97F-79549ECB0F19,View.ashx?M=M&ID=458622&GUID=98837F9A-2A5F-4D0F-A97F-79549ECB0F19,#
10,City Council,2/2/2016,,6:30 PM,Council Chambers - 500 Castro St.JOINT SPECIAL MEETING OF THE CITY COUNCIL AND SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=452499&GUID=6020260B-84A7-4507-937A-BB0042BBE9AE,,,MeetingDetail.aspx?ID=452499&GUID=6020260B-84A7-4507-937A-BB0042BBE9AE&Options=info&Search=,View.ashx?M=A&ID=452499&GUID=6020260B-84A7-4507-937A-BB0042BBE9AE,View.ashx?M=M&ID=452499&GUID=6020260B-84A7-4507-937A-BB0042BBE9AE,#
11,City Council,2/2/2016,,6:30 PM,Council Chambers - 500 Castro St.SPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=459765&GUID=2606828F-2E33-4C0D-97BB-F7DD4275B412,,,,,View.ashx?M=M&ID=459765&GUID=2606828F-2E33-4C0D-97BB-F7DD4275B412,
12,City Council,1/26/2016,,5:30 PM,Council Chambers - 500 Castro St.,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=452498&GUID=8D61AFA2-6113-47D7-89BF-6C2DB4E2D768,,,MeetingDetail.aspx?ID=452498&GUID=8D61AFA2-6113-47D7-89BF-6C2DB4E2D768&Options=info&Search=,View.ashx?M=A&ID=452498&GUID=8D61AFA2-6113-47D7-89BF-6C2DB4E2D768,View.ashx?M=M&ID=452498&GUID=8D61AFA2-6113-47D7-89BF-6C2DB4E2D768,#
13,Environmental Planning Commission,1/20/2016,,7:00 PM,Plaza Conference Room,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=456518&GUID=9611E3C5-4E0B-4555-A124-B51C01ADAA2D,,,MeetingDetail.aspx?ID=456518&GUID=9611E3C5-4E0B-4555-A124-B51C01ADAA2D&Options=info&Search=,View.ashx?M=A&ID=456518&GUID=9611E3C5-4E0B-4555-A124-B51C01ADAA2D,View.ashx?M=M&ID=456518&GUID=9611E3C5-4E0B-4555-A124-B51C01ADAA2D,#
14,City Council,1/19/2016,,6:30 PM,Council Chambers - 500 Castro St.JOINT SPECIAL MEETING OF THE CITY COUNCIL AND SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=452497&GUID=6A82884A-4750-48EA-8988-667CDAA3B19A,,,MeetingDetail.aspx?ID=452497&GUID=6A82884A-4750-48EA-8988-667CDAA3B19A&Options=info&Search=,View.ashx?M=A&ID=452497&GUID=6A82884A-4750-48EA-8988-667CDAA3B19A,View.ashx?M=M&ID=452497&GUID=6A82884A-4750-48EA-8988-667CDAA3B19A,#
15,City Council,1/19/2016,,6:30 PM,Council Chambers - 500 Castro StreetSPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=458640&GUID=D748F5AB-3023-42D5-A4C9-A9CF038432EC,,,,,View.ashx?M=M&ID=458640&GUID=D748F5AB-3023-42D5-A4C9-A9CF038432EC,
16,Parks and Recreation Commission and Urban Forestry Board,1/13/2016,,7:00 PM,Senior Center - 266 Escuela Avenue,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=450774&GUID=9305C1B9-0131-44C3-8D22-AC350C2785AB,,,MeetingDetail.aspx?ID=450774&GUID=9305C1B9-0131-44C3-8D22-AC350C2785AB&Options=info&Search=,View.ashx?M=A&ID=450774&GUID=9305C1B9-0131-44C3-8D22-AC350C2785AB,View.ashx?M=M&ID=450774&GUID=9305C1B9-0131-44C3-8D22-AC350C2785AB,
17,City Council,1/12/2016,,6:00 PM,Plaza & Council Chambers - 500 Castro St.,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=452496&GUID=683F60C2-53B4-419D-A163-19AA700BFD7B,,,MeetingDetail.aspx?ID=452496&GUID=683F60C2-53B4-419D-A163-19AA700BFD7B&Options=info&Search=,View.ashx?M=A&ID=452496&GUID=683F60C2-53B4-419D-A163-19AA700BFD7B,View.ashx?M=M&ID=452496&GUID=683F60C2-53B4-419D-A163-19AA700BFD7B,#
18,City Council,1/5/2016,,6:30 PM,Council Chambers - 500 Castro Street,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=449302&GUID=F93DF65C-B7DC-45FD-BE17-B1EDF0444E6C,,,MeetingDetail.aspx?ID=449302&GUID=F93DF65C-B7DC-45FD-BE17-B1EDF0444E6C&Options=info&Search=,View.ashx?M=A&ID=449302&GUID=F93DF65C-B7DC-45FD-BE17-B1EDF0444E6C,View.ashx?M=M&ID=449302&GUID=F93DF65C-B7DC-45FD-BE17-B1EDF0444E6C,#
19,Environmental Planning Commission,12/16/2015,,7:00 PM,Council Chambers,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=449127&GUID=9124B331-62DA-40D1-B300-2615386B1E81,,,MeetingDetail.aspx?ID=449127&GUID=9124B331-62DA-40D1-B300-2615386B1E81&Options=info&Search=,View.ashx?M=A&ID=449127&GUID=9124B331-62DA-40D1-B300-2615386B1E81,View.ashx?M=M&ID=449127&GUID=9124B331-62DA-40D1-B300-2615386B1E81,#
20,Parks and Recreation Commission and Urban Forestry Board,12/9/2015,,7:00 PM,Senior Center - 266 Escuela Avenue,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=446557&GUID=71485C72-3364-4D20-B593-2D66FB0FAE00,,,MeetingDetail.aspx?ID=446557&GUID=71485C72-3364-4D20-B593-2D66FB0FAE00&Options=info&Search=,View.ashx?M=A&ID=446557&GUID=71485C72-3364-4D20-B593-2D66FB0FAE00,View.ashx?M=M&ID=446557&GUID=71485C72-3364-4D20-B593-2D66FB0FAE00,
21,City Council,12/8/2015,,6:30 PM,Council Chambers - 500 Castro St.SPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=458308&GUID=12A80DB0-562F-4A5C-8379-C8C3DC0CCA98,,,,,View.ashx?M=M&ID=458308&GUID=12A80DB0-562F-4A5C-8379-C8C3DC0CCA98,
22,City Council,12/8/2015,,5:00 PM,Plaza & Council Chambers - 500 Castro St.JOINT MEETING OF THE CITY COUNCIL (REGULAR) AND SHORELINE REGIONAL PARK COMMUNITY (SPECIAL),Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=381819&GUID=63B6D3EF-6FFB-495D-B843-F27774FA60C2,,,MeetingDetail.aspx?ID=381819&GUID=63B6D3EF-6FFB-495D-B843-F27774FA60C2&Options=info&Search=,View.ashx?M=A&ID=381819&GUID=63B6D3EF-6FFB-495D-B843-F27774FA60C2,View.ashx?M=M&ID=381819&GUID=63B6D3EF-6FFB-495D-B843-F27774FA60C2,#
23,City Council,12/1/2015,,3:00 PM,Plaza & Council Chambers - 500 Castro St.,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=382050&GUID=5B676406-CB23-4A31-84D3-48DEC404365A,,,MeetingDetail.aspx?ID=382050&GUID=5B676406-CB23-4A31-84D3-48DEC404365A&Options=info&Search=,View.ashx?M=A&ID=382050&GUID=5B676406-CB23-4A31-84D3-48DEC404365A,View.ashx?M=M&ID=382050&GUID=5B676406-CB23-4A31-84D3-48DEC404365A,#
24,Parks and Recreation Commission and Urban Forestry Board,11/18/2015,,7:00 PM,Senior Center - 266 Escuela Avenue,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=441952&GUID=10F58A65-978B-4AB3-828A-6A1677B05617,,,MeetingDetail.aspx?ID=441952&GUID=10F58A65-978B-4AB3-828A-6A1677B05617&Options=info&Search=,View.ashx?M=A&ID=441952&GUID=10F58A65-978B-4AB3-828A-6A1677B05617,View.ashx?M=M&ID=441952&GUID=10F58A65-978B-4AB3-828A-6A1677B05617,
25,City Council,11/17/2015,,5:00 PM,Council Chambers - 500 Castro St.,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=381799&GUID=34CA523C-8F89-4D94-A3B2-55BF13ACB94F,,,MeetingDetail.aspx?ID=381799&GUID=34CA523C-8F89-4D94-A3B2-55BF13ACB94F&Options=info&Search=,View.ashx?M=A&ID=381799&GUID=34CA523C-8F89-4D94-A3B2-55BF13ACB94F,View.ashx?M=M&ID=381799&GUID=34CA523C-8F89-4D94-A3B2-55BF13ACB94F,#
26,City Council,11/10/2015,,4:30 PM,Council Chambers & Plaza - 500 Castro St.JOINT MEETING OF THE CITY COUNCIL (REGULAR) AND SHORELINE REGIONAL PARK COMMUNITY (SPECIAL),Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=418691&GUID=E285444F-2354-418D-8279-74730A038370,,,MeetingDetail.aspx?ID=418691&GUID=E285444F-2354-418D-8279-74730A038370&Options=info&Search=,View.ashx?M=A&ID=418691&GUID=E285444F-2354-418D-8279-74730A038370,View.ashx?M=M&ID=418691&GUID=E285444F-2354-418D-8279-74730A038370,#
27,City Council,11/10/2015,,4:30 PM,Council Chambers - 500 Castro St.SPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=458344&GUID=D6351977-CB7A-426D-A3DB-ACACD9495BD0,,,,,View.ashx?M=M&ID=458344&GUID=D6351977-CB7A-426D-A3DB-ACACD9495BD0,
28,Environmental Planning Commission,11/4/2015,,7:00 PM,Council Chambers,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=442174&GUID=04B7D3E3-996E-427D-A6FA-0A1D6E7C457C,,,MeetingDetail.aspx?ID=442174&GUID=04B7D3E3-996E-427D-A6FA-0A1D6E7C457C&Options=info&Search=,View.ashx?M=A&ID=442174&GUID=04B7D3E3-996E-427D-A6FA-0A1D6E7C457C,View.ashx?M=M&ID=442174&GUID=04B7D3E3-996E-427D-A6FA-0A1D6E7C457C,#
29,City Council,10/27/2015,,5:00 PM,Plaza & Council Chambers,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=381798&GUID=DFDA8B98-A820-4AB5-A859-93329A704361,,,MeetingDetail.aspx?ID=381798&GUID=DFDA8B98-A820-4AB5-A859-93329A704361&Options=info&Search=,View.ashx?M=A&ID=381798&GUID=DFDA8B98-A820-4AB5-A859-93329A704361,View.ashx?M=M&ID=381798&GUID=DFDA8B98-A820-4AB5-A859-93329A704361,#
30,City Council,10/20/2015,,5:00 PM,Plaza & Council Chambers - 500 Castro St.JOINT SPECIAL MEETING OF THE CITY COUNCIL AND SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=381797&GUID=ADCF4BDC-2EF7-43C3-9824-F08688C4B681,,,MeetingDetail.aspx?ID=381797&GUID=ADCF4BDC-2EF7-43C3-9824-F08688C4B681&Options=info&Search=,View.ashx?M=A&ID=381797&GUID=ADCF4BDC-2EF7-43C3-9824-F08688C4B681,View.ashx?M=M&ID=381797&GUID=ADCF4BDC-2EF7-43C3-9824-F08688C4B681,#
31,City Council,10/20/2015,,5:00 PM,Plaza & Council ChambersSPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=441503&GUID=CA4D2E53-C092-4760-BC46-43D9F0BF7BE1,,,,,View.ashx?M=M&ID=441503&GUID=CA4D2E53-C092-4760-BC46-43D9F0BF7BE1,
32,City Council,10/19/2015,,6:00 PM,"Senior Center, 266 Escuela Avenue",Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=438148&GUID=E0319C74-3588-44E1-B417-BBFD777A9E40,,,MeetingDetail.aspx?ID=438148&GUID=E0319C74-3588-44E1-B417-BBFD777A9E40&Options=info&Search=,View.ashx?M=A&ID=438148&GUID=E0319C74-3588-44E1-B417-BBFD777A9E40,View.ashx?M=M&ID=438148&GUID=E0319C74-3588-44E1-B417-BBFD777A9E40,#
33,Parks and Recreation Commission and Urban Forestry Board,10/14/2015,,7:00 PM,,Meeting details,Not available,Not available,Not available,,,View.ashx?M=IC&ID=436939&GUID=22982189-1978-4A55-87C5-0B7317AE7C29,,,,,,
34,City Council,10/13/2015,,6:30 PM,Council Chambers - 500 Castro St.SPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=438145&GUID=3F7CCD58-5A75-4900-B306-AA4B3D7BE3A8,,,,,View.ashx?M=M&ID=438145&GUID=3F7CCD58-5A75-4900-B306-AA4B3D7BE3A8,
35,City Council,10/13/2015,,5:00 PM,Council Chambers & Plaza - 500 Castro St.JOINT SPECIAL MEETING OF THE CITY COUNCIL AND SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=381796&GUID=B4EAFE8E-2581-410B-9B70-4B56910C9AEC,,,MeetingDetail.aspx?ID=381796&GUID=B4EAFE8E-2581-410B-9B70-4B56910C9AEC&Options=info&Search=,View.ashx?M=A&ID=381796&GUID=B4EAFE8E-2581-410B-9B70-4B56910C9AEC,View.ashx?M=M&ID=381796&GUID=B4EAFE8E-2581-410B-9B70-4B56910C9AEC,#
36,Environmental Planning Commission,10/7/2015,,7:00 PM,Council Chambers,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=436938&GUID=AA67C29F-8791-4825-BB6F-6D16CDC36385,,,MeetingDetail.aspx?ID=436938&GUID=AA67C29F-8791-4825-BB6F-6D16CDC36385&Options=info&Search=,View.ashx?M=A&ID=436938&GUID=AA67C29F-8791-4825-BB6F-6D16CDC36385,View.ashx?M=M&ID=436938&GUID=AA67C29F-8791-4825-BB6F-6D16CDC36385,
37,City Council,10/6/2015,,5:30 PM,Plaza & Council Chambers - 500 Castro St.,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=381795&GUID=627545D1-3713-4B14-9817-58EE2546F5CF,,,MeetingDetail.aspx?ID=381795&GUID=627545D1-3713-4B14-9817-58EE2546F5CF&Options=info&Search=,View.ashx?M=A&ID=381795&GUID=627545D1-3713-4B14-9817-58EE2546F5CF,View.ashx?M=M&ID=381795&GUID=627545D1-3713-4B14-9817-58EE2546F5CF,#
38,City Council,9/28/2015,,3:30 PM,"Plaza Conf. Rm., 500 Castro St.",Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=415440&GUID=AA47D148-77F1-4088-9901-BF7B573BAC03,,,MeetingDetail.aspx?ID=415440&GUID=AA47D148-77F1-4088-9901-BF7B573BAC03&Options=info&Search=,View.ashx?M=A&ID=415440&GUID=AA47D148-77F1-4088-9901-BF7B573BAC03,View.ashx?M=M&ID=415440&GUID=AA47D148-77F1-4088-9901-BF7B573BAC03,
39,Environmental Planning Commission,9/16/2015,,7:00 PM,Plaza Conference Room,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=434085&GUID=B9E06F0B-35A9-42ED-A21F-D1C039A7AAB6,,,MeetingDetail.aspx?ID=434085&GUID=B9E06F0B-35A9-42ED-A21F-D1C039A7AAB6&Options=info&Search=,View.ashx?M=A&ID=434085&GUID=B9E06F0B-35A9-42ED-A21F-D1C039A7AAB6,View.ashx?M=M&ID=434085&GUID=B9E06F0B-35A9-42ED-A21F-D1C039A7AAB6,
