,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Video Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Video URL
41,City Council,5/14/2019,,7:00 PM,"Council ChambersClosed Session - None
Regular Session - 7:00 PM",Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=689917&GUID=0C438FE5-10AD-4C5F-A5AD-3C7D9AD88806,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=689917&GUID=0C438FE5-10AD-4C5F-A5AD-3C7D9AD88806&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=689917&GUID=0C438FE5-10AD-4C5F-A5AD-3C7D9AD88806,https://hercules.legistar.com/View.ashx?M=M&ID=689917&GUID=0C438FE5-10AD-4C5F-A5AD-3C7D9AD88806,https://hercules.legistar.com/#
42,Community and Library Services Commission,5/13/2019,,7:00 PM,"COUNCIL CHAMBERSWORKSHOP - NONE
REGULAR MEETING - 7:00 PM",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30849&GUID=72E0DE9C-8A05-4081-8D54-D1B5DFF4E25D,,https://hercules.legistar.com/View.ashx?M=IC&ID=689916&GUID=528EDF08-47E6-4F50-9F36-D50C149BA916,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=689916&GUID=528EDF08-47E6-4F50-9F36-D50C149BA916&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=689916&GUID=528EDF08-47E6-4F50-9F36-D50C149BA916,,
43,Planning Commission,5/6/2019,,7:00 PM,Council Chambers,Meeting details,Agenda,Not available,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=689914&GUID=F4DD93C2-4AB8-4A22-B8D7-EBEF0A6D35A8,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=689914&GUID=F4DD93C2-4AB8-4A22-B8D7-EBEF0A6D35A8&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=689914&GUID=F4DD93C2-4AB8-4A22-B8D7-EBEF0A6D35A8,,https://hercules.legistar.com/#
44,City Council,4/23/2019,,6:00 PM,"Council ChambersClosed Session - 6:00 p.m.
Regular Session - 7:00 p.m.",Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=683060&GUID=F0B0C647-2418-437B-93A6-3F298825FD4A,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=683060&GUID=F0B0C647-2418-437B-93A6-3F298825FD4A&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=683060&GUID=F0B0C647-2418-437B-93A6-3F298825FD4A,https://hercules.legistar.com/View.ashx?M=M&ID=683060&GUID=F0B0C647-2418-437B-93A6-3F298825FD4A,https://hercules.legistar.com/#
45,Finance Commission,4/22/2019,,7:00 PM,"Council ChambersTHE FINANCE COMMISSION MEETING OF APRIL 22, 2019 AT 7:00 P.M. HAS BEEN CANCELED.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30236&GUID=1A3FCCBF-2E26-457B-AA75-6C9C6ED96A0A,,https://hercules.legistar.com/View.ashx?M=IC&ID=685700&GUID=325CD0D1-79CB-48C9-8939-4229B3F73489,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=685700&GUID=325CD0D1-79CB-48C9-8939-4229B3F73489&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=685700&GUID=325CD0D1-79CB-48C9-8939-4229B3F73489,,
46,Planning Commission,4/15/2019,,7:00 PM,Council Chambers,Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=685698&GUID=064FC03D-3935-4B2B-A005-91029EF8BB15,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=685698&GUID=064FC03D-3935-4B2B-A005-91029EF8BB15&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=685698&GUID=064FC03D-3935-4B2B-A005-91029EF8BB15,https://hercules.legistar.com/View.ashx?M=M&ID=685698&GUID=064FC03D-3935-4B2B-A005-91029EF8BB15,https://hercules.legistar.com/#
47,City Council,4/9/2019,,6:00 PM,"Council ChambersCLOSED SESSION - 6:00 P.M.
REGULAR SESSION - 7:00 P.M.",Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=683059&GUID=17F2834F-7DAA-450F-BD6A-8FAE9C55C19D,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=683059&GUID=17F2834F-7DAA-450F-BD6A-8FAE9C55C19D&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=683059&GUID=17F2834F-7DAA-450F-BD6A-8FAE9C55C19D,https://hercules.legistar.com/View.ashx?M=M&ID=683059&GUID=17F2834F-7DAA-450F-BD6A-8FAE9C55C19D,https://hercules.legistar.com/#
48,Community and Library Services Commission,4/8/2019,,6:30 PM,"WORKSHOP - 6:30 P.M.
REGULAR MEETING - 7:00 P.M.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30849&GUID=72E0DE9C-8A05-4081-8D54-D1B5DFF4E25D,,https://hercules.legistar.com/View.ashx?M=IC&ID=685699&GUID=AAE05750-32BE-4723-8AC4-29BB5CD5E223,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=685699&GUID=AAE05750-32BE-4723-8AC4-29BB5CD5E223&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=685699&GUID=AAE05750-32BE-4723-8AC4-29BB5CD5E223,,
49,Planning Commission,4/1/2019,,7:00 PM,Council Chambers,Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=685697&GUID=53E1DF2A-3603-4586-850F-42F001334367,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=685697&GUID=53E1DF2A-3603-4586-850F-42F001334367&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=685697&GUID=53E1DF2A-3603-4586-850F-42F001334367,https://hercules.legistar.com/View.ashx?M=M&ID=685697&GUID=53E1DF2A-3603-4586-850F-42F001334367,https://hercules.legistar.com/#
50,City Council,3/26/2019,,7:00 PM,"Council ChambersSPECIAL CLOSED SESSION - 6:00 P.M.
REGULAR MEETING - 7:00 P.M.",Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=680865&GUID=8FF5BF05-BC9E-4700-8369-5E3EF3360C60,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=680865&GUID=8FF5BF05-BC9E-4700-8369-5E3EF3360C60&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=680865&GUID=8FF5BF05-BC9E-4700-8369-5E3EF3360C60,https://hercules.legistar.com/View.ashx?M=M&ID=680865&GUID=8FF5BF05-BC9E-4700-8369-5E3EF3360C60,https://hercules.legistar.com/#
51,Finance Commission,3/25/2019,,7:00 PM,"Council ChambersTHE REGULAR MEETING OF THE FINANCE COMMISSION SCHEDULED FOR MARCH 25, 2019  HAS BEEN CANCELED.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30236&GUID=1A3FCCBF-2E26-457B-AA75-6C9C6ED96A0A,,https://hercules.legistar.com/View.ashx?M=IC&ID=682222&GUID=0FCC16A6-E728-49F3-93DE-47AC60E3D731,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=682222&GUID=0FCC16A6-E728-49F3-93DE-47AC60E3D731&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=682222&GUID=0FCC16A6-E728-49F3-93DE-47AC60E3D731,,
52,Finance Commission,3/21/2019,,7:00 PM,Council ChambersSPECIAL MEETING - 7:00 P.M.,Meeting details,Agenda,Minutes,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30236&GUID=1A3FCCBF-2E26-457B-AA75-6C9C6ED96A0A,,https://hercules.legistar.com/View.ashx?M=IC&ID=682208&GUID=CFA848C7-65BE-461A-9D71-B4C8C8298F61,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=682208&GUID=CFA848C7-65BE-461A-9D71-B4C8C8298F61&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=682208&GUID=CFA848C7-65BE-461A-9D71-B4C8C8298F61,https://hercules.legistar.com/View.ashx?M=M&ID=682208&GUID=CFA848C7-65BE-461A-9D71-B4C8C8298F61,
53,Planning Commission,3/18/2019,,7:00 PM,Council Chambers,Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=680858&GUID=52361353-14B6-4396-8BAB-B73D2B603EDD,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=680858&GUID=52361353-14B6-4396-8BAB-B73D2B603EDD&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=680858&GUID=52361353-14B6-4396-8BAB-B73D2B603EDD,https://hercules.legistar.com/View.ashx?M=M&ID=680858&GUID=52361353-14B6-4396-8BAB-B73D2B603EDD,https://hercules.legistar.com/#
54,City Council,3/12/2019,,7:00 PM,"Council ChambersSPECIAL CLOSED SESSION - NONE.
REGULAR MEETING - 7:00 P.M.",Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=680864&GUID=34A74DD3-8EFE-49D8-AAC3-2B7D2AF4187A,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=680864&GUID=34A74DD3-8EFE-49D8-AAC3-2B7D2AF4187A&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=680864&GUID=34A74DD3-8EFE-49D8-AAC3-2B7D2AF4187A,https://hercules.legistar.com/View.ashx?M=M&ID=680864&GUID=34A74DD3-8EFE-49D8-AAC3-2B7D2AF4187A,https://hercules.legistar.com/#
55,Community and Library Services Commission,3/11/2019,,6:30 PM,"COUNCIL CHAMBERSWORKSHOP - 6:30 P.M.
REGULAR MEETING - 7:00 P.M.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30849&GUID=72E0DE9C-8A05-4081-8D54-D1B5DFF4E25D,,https://hercules.legistar.com/View.ashx?M=IC&ID=680863&GUID=466F5009-CC61-40F3-B81D-45D474BA95ED,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=680863&GUID=466F5009-CC61-40F3-B81D-45D474BA95ED&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=680863&GUID=466F5009-CC61-40F3-B81D-45D474BA95ED,,
56,Planning Commission,3/4/2019,,7:00 PM,"Council ChambersTHE REGULAR PLANNING COMMISSION MEETING SCHEDULED FOR MARCH 4, 2019 HAS BEEN CANCELED.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=681613&GUID=6A38029F-B327-496F-BEAA-0889BD340BA2,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=681613&GUID=6A38029F-B327-496F-BEAA-0889BD340BA2&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=681613&GUID=6A38029F-B327-496F-BEAA-0889BD340BA2,,
57,City Council,2/26/2019,,6:00 PM,"Council ChambersSPECIAL MEETING AND SPECIAL CLOSED SESSION - 6:00 P.M.
REGULAR MEETING - 7:00 P.M.",Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=673795&GUID=2C9D59E0-FA80-4119-9BDD-6A387335F652,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=673795&GUID=2C9D59E0-FA80-4119-9BDD-6A387335F652&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=673795&GUID=2C9D59E0-FA80-4119-9BDD-6A387335F652,https://hercules.legistar.com/View.ashx?M=M&ID=673795&GUID=2C9D59E0-FA80-4119-9BDD-6A387335F652,https://hercules.legistar.com/#
58,Finance Commission,2/25/2019,,7:00 PM,Council Chambers,Meeting details,Agenda,Minutes,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30236&GUID=1A3FCCBF-2E26-457B-AA75-6C9C6ED96A0A,,https://hercules.legistar.com/View.ashx?M=IC&ID=673804&GUID=B9EAC442-3D9C-43F9-9DFE-FFCF9C8D94C2,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=673804&GUID=B9EAC442-3D9C-43F9-9DFE-FFCF9C8D94C2&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=673804&GUID=B9EAC442-3D9C-43F9-9DFE-FFCF9C8D94C2,https://hercules.legistar.com/View.ashx?M=M&ID=673804&GUID=B9EAC442-3D9C-43F9-9DFE-FFCF9C8D94C2,
59,Planning Commission,2/18/2019,,7:00 PM,"Council ChambersTHE PLANNING COMMISSION MEETING SCHEDULED FOR FEBRUARY 18, 2019 HAS BEEN CANCELED.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=673802&GUID=7DA5AD26-9D36-40BA-BE83-699F1D479D92,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=673802&GUID=7DA5AD26-9D36-40BA-BE83-699F1D479D92&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=673802&GUID=7DA5AD26-9D36-40BA-BE83-699F1D479D92,,
60,City Council,2/12/2019,,,"Council ChambersCLOSED SESSION - 6:30 PM
REGULAR SESSION - 7:00 PM",Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=673794&GUID=77FBB272-CD87-4D48-A4D4-25F9D52488FA,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=673794&GUID=77FBB272-CD87-4D48-A4D4-25F9D52488FA&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=673794&GUID=77FBB272-CD87-4D48-A4D4-25F9D52488FA,https://hercules.legistar.com/View.ashx?M=M&ID=673794&GUID=77FBB272-CD87-4D48-A4D4-25F9D52488FA,https://hercules.legistar.com/#
61,Community and Library Services Commission,2/11/2019,,7:00 PM,"SPECIAL WORKSHOP - NONE
REGULAR MEETING - 7:00 P.M.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30849&GUID=72E0DE9C-8A05-4081-8D54-D1B5DFF4E25D,,https://hercules.legistar.com/View.ashx?M=IC&ID=673803&GUID=0E06880C-AEDC-486A-8059-7A5CB7C608AA,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=673803&GUID=0E06880C-AEDC-486A-8059-7A5CB7C608AA&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=673803&GUID=0E06880C-AEDC-486A-8059-7A5CB7C608AA,,
62,Planning Commission,2/4/2019,,7:00 PM,"Council ChambersTHE REGULAR PLANNING COMMISSION MEETING OF FEBRUARY 4, 2019 HAS BEEN CANCELED.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=673796&GUID=A7FF52DA-8E1E-4417-948C-381ED91ADE05,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=673796&GUID=A7FF52DA-8E1E-4417-948C-381ED91ADE05&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=673796&GUID=A7FF52DA-8E1E-4417-948C-381ED91ADE05,,
63,Finance Commission,1/28/2019,,7:00 PM,"Council ChambersTHE FINANCE COMMISSION MEETING SCHEDULED FOR MONDAY, JANUARY 28, 2019 HAS BEEN CANCELED.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30236&GUID=1A3FCCBF-2E26-457B-AA75-6C9C6ED96A0A,,https://hercules.legistar.com/View.ashx?M=IC&ID=645005&GUID=A13B6429-3296-4C1D-BEBB-23ED57DCF477,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=645005&GUID=A13B6429-3296-4C1D-BEBB-23ED57DCF477&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=645005&GUID=A13B6429-3296-4C1D-BEBB-23ED57DCF477,,
64,Planning Commission,1/23/2019,,6:30 PM,Council ChambersSPECIAL MEETING AND SPECIAL JOINT COMMISSION MEETING - 6:30 P.M.,Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=660891&GUID=ADF31FA8-BF2E-461B-9E62-E71A413399FB,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=660891&GUID=ADF31FA8-BF2E-461B-9E62-E71A413399FB&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=660891&GUID=ADF31FA8-BF2E-461B-9E62-E71A413399FB,,
65,Community and Library Services Commission,1/23/2019,,6:30 PM,SPECIAL JOINT COMMISSION MEETING - 6:30 P.M.,Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30849&GUID=72E0DE9C-8A05-4081-8D54-D1B5DFF4E25D,,https://hercules.legistar.com/View.ashx?M=IC&ID=673458&GUID=164A778E-BA22-493E-B648-CE20A33BF231,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=673458&GUID=164A778E-BA22-493E-B648-CE20A33BF231&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=673458&GUID=164A778E-BA22-493E-B648-CE20A33BF231,,
66,Finance Commission,1/23/2019,,6:30 PM,Council ChambersSPECIAL JOINT COMMISSION MEETING - 6:30 P.M.,Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30236&GUID=1A3FCCBF-2E26-457B-AA75-6C9C6ED96A0A,,https://hercules.legistar.com/View.ashx?M=IC&ID=673459&GUID=6D4A1B71-06A4-4605-9874-4A9F74CED191,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=673459&GUID=6D4A1B71-06A4-4605-9874-4A9F74CED191&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=673459&GUID=6D4A1B71-06A4-4605-9874-4A9F74CED191,,
67,City Council,1/22/2019,,6:00 PM,"Council ChambersCLOSED SESSION - 6:00 P.M.
REGULAR MEETING - 7:00 P.M.",Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=645000&GUID=50D85F82-C338-4BAF-89AD-824368F0FC79,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=645000&GUID=50D85F82-C338-4BAF-89AD-824368F0FC79&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=645000&GUID=50D85F82-C338-4BAF-89AD-824368F0FC79,https://hercules.legistar.com/View.ashx?M=M&ID=645000&GUID=50D85F82-C338-4BAF-89AD-824368F0FC79,https://hercules.legistar.com/#
68,Planning Commission,1/21/2019,,7:00 PM,"Council ChambersThe Regular Planning Commission Meeting of January 21, 2019 has been canceled.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=672451&GUID=05CB53CD-8CDB-4488-B1FC-13BBC5A304E3,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=672451&GUID=05CB53CD-8CDB-4488-B1FC-13BBC5A304E3&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=672451&GUID=05CB53CD-8CDB-4488-B1FC-13BBC5A304E3,,
69,City Council,1/15/2019,,,Council Chambers,Meeting details,Not available,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=673457&GUID=319BEE91-0010-4AFC-9FB1-772398C888F3,,,,,,
70,Community and Library Services Commission,1/14/2019,,7:00 PM,"Council ChambersNO SPECIAL WORKSHOP
REGULAR MEETING - 7:00 P.M.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30849&GUID=72E0DE9C-8A05-4081-8D54-D1B5DFF4E25D,,https://hercules.legistar.com/View.ashx?M=IC&ID=645001&GUID=0126FF41-1011-4EF1-858D-6E0E632A21DC,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=645001&GUID=0126FF41-1011-4EF1-858D-6E0E632A21DC&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=645001&GUID=0126FF41-1011-4EF1-858D-6E0E632A21DC,,
71,Finance Commission,1/14/2019,,7:00 PM,"SAMARA TERRACE-VAN DOMSELAAR MEETING ROOM
102 CIVIC DRIVE, HERCULES, CA 94547SPECIAL MEETING",Meeting details,Agenda,Minutes,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30236&GUID=1A3FCCBF-2E26-457B-AA75-6C9C6ED96A0A,,https://hercules.legistar.com/View.ashx?M=IC&ID=672441&GUID=7188DF3C-0B5B-4F2C-8658-54BE598A264B,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=672441&GUID=7188DF3C-0B5B-4F2C-8658-54BE598A264B&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=672441&GUID=7188DF3C-0B5B-4F2C-8658-54BE598A264B,https://hercules.legistar.com/View.ashx?M=M&ID=672441&GUID=7188DF3C-0B5B-4F2C-8658-54BE598A264B,
72,City Council,1/8/2019,,7:00 PM,"Council ChambersCLOSED SESSION - NONE.
REGULAR MEETING - 7:00 P.M.",Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=644999&GUID=24A3DA9C-6827-45AE-8ED4-542BDC3B4F7E,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=644999&GUID=24A3DA9C-6827-45AE-8ED4-542BDC3B4F7E&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=644999&GUID=24A3DA9C-6827-45AE-8ED4-542BDC3B4F7E,https://hercules.legistar.com/View.ashx?M=M&ID=644999&GUID=24A3DA9C-6827-45AE-8ED4-542BDC3B4F7E,https://hercules.legistar.com/#
73,Planning Commission,1/7/2019,,7:00 PM,"Council ChambersTHE PLANNING COMMISSION MEETING OF JANUARY 7, 2019 HAS BEEN CANCELED.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=659143&GUID=093EFC53-1CDA-4657-B9CE-767F1FFF1CFF,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=659143&GUID=093EFC53-1CDA-4657-B9CE-767F1FFF1CFF&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=659143&GUID=093EFC53-1CDA-4657-B9CE-767F1FFF1CFF,,
74,City Council,12/25/2018,,7:00 PM,"Council ChambersThe Regular Hercules City Council Meeting scheduled for December 25, 2018 has been canceled.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=652167&GUID=4E9C5776-5A91-43F5-88DE-84F0A3D1B9D2,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=652167&GUID=4E9C5776-5A91-43F5-88DE-84F0A3D1B9D2&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=652167&GUID=4E9C5776-5A91-43F5-88DE-84F0A3D1B9D2,,
75,Planning Commission,12/17/2018,,7:00 PM,"Council ChambersTHE PLANNING COMMISSION MEETING OF DECEMBER 17, 2018 HAS BEEN CANCELED.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30244&GUID=6582D31A-2568-40FF-91ED-28722D86B221,,https://hercules.legistar.com/View.ashx?M=IC&ID=658997&GUID=1AB6E5EA-375D-4705-9484-4B4912D6D25D,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=658997&GUID=1AB6E5EA-375D-4705-9484-4B4912D6D25D&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=658997&GUID=1AB6E5EA-375D-4705-9484-4B4912D6D25D,,
76,City Council,12/11/2018,,,Council ChambersREGULAR MEETING AND CLOSED SESSION - 7:00 P.M.,Meeting details,Agenda,Minutes,Video,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30235&GUID=55FE3BAF-4480-40FA-92B9-E00344787488,,https://hercules.legistar.com/View.ashx?M=IC&ID=644951&GUID=8F08A404-67AE-41B8-9EF5-26B0CE4860A5,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=644951&GUID=8F08A404-67AE-41B8-9EF5-26B0CE4860A5&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=644951&GUID=8F08A404-67AE-41B8-9EF5-26B0CE4860A5,https://hercules.legistar.com/View.ashx?M=M&ID=644951&GUID=8F08A404-67AE-41B8-9EF5-26B0CE4860A5,https://hercules.legistar.com/#
77,Community and Library Services Commission,12/10/2018,,7:00 PM,"NO SPECIAL WORKSHOP
REGULAR MEETING - 7:00 P.M.",Meeting details,Agenda,Not available,Not available,https://hercules.legistar.com/DepartmentDetail.aspx?ID=30849&GUID=72E0DE9C-8A05-4081-8D54-D1B5DFF4E25D,,https://hercules.legistar.com/View.ashx?M=IC&ID=644950&GUID=1A4DB5BE-7A95-4782-AEAF-755B499A1743,,,https://hercules.legistar.com/MeetingDetail.aspx?ID=644950&GUID=1A4DB5BE-7A95-4782-AEAF-755B499A1743&Options=info&Search=,https://hercules.legistar.com/View.ashx?M=A&ID=644950&GUID=1A4DB5BE-7A95-4782-AEAF-755B499A1743,,
